"glottocode","iso_code","language_name","CLF","longitude","latitude","area","continent","status","family","source"
"idum1241","clk","Idu",TRUE,95.6472,29.4473,"Eurasia","Asia","threatened","Sino-Tibetan","blench_grammar_2017"
"idun1242","viv","Iduna",FALSE,150.24,-9.34361,"Papunesia","Pacific","not endangered","Austronesian","huckett_joyce_iduna_1976"
"igal1242","igl","Igala",FALSE,7.17974,7.34325,"Africa","Africa","not endangered","Atlantic-Congo","ejeba_grammar_2017"
"iged1239","ige","Igede",FALSE,8.27362,6.95522,"Africa","Africa","not endangered","Atlantic-Congo","bergman_outline_1981"
"ikaa1238","ikk","Ika",FALSE,6.31058,6.36423,"Africa","Africa","not endangered","Atlantic-Congo","onyeche_joseph_ifeanyi_changes_2002"
"ikkk1242","ikx","Ik",FALSE,34.2507,3.61407,"Africa","Africa","threatened","Kuliak","schrock_ik_2017"
"ikul1238","ikl","Ikulu",FALSE,7.86684,10.1339,"Africa","Africa","not endangered","Atlantic-Congo","shimizu_kiyoshi_kulu_1996"
"ilaa1246","ilb","Ila",FALSE,26.45548,-15.60807,"Africa","Africa","not endangered","Atlantic-Congo","smith_edwin_w_handbook_1907"
"ilia1236","mbi","Ilianen Manobo",FALSE,124.766,7.34448,"Papunesia","Asia","not endangered","Austronesian","shand_jean_ilianen_1976"
"ilit1241","ili","Ili Turki",FALSE,80.4957,44.0089,"Eurasia","Asia","nearly extinct","Turkic","zhao_xiangru_ili_1989"
"iliu1237","ilu","Ili'uun",TRUE,125.902,-7.84385,"Papunesia","Asia","not endangered","Austronesian","penn_introducing_2006"
"ilok1237","ilo","Iloko",FALSE,120.993,15.9361,"Papunesia","Asia","not endangered","Austronesian","rubino_carl_iloko_2005"
"ilon1239","ilk","Ilongot",FALSE,121.547,16.3785,"Papunesia","Asia","threatened","Austronesian","liao_hsiu-chuan_preliminary_2008"
"imba1240","qvi","Imbabura Highland Quichua",FALSE,-78.3729,0.31776,"South America","Americas","threatened","Quechuan","cole_imbabura_1985"
"imbo1238","imo","Imbongu",FALSE,144.026,-6.13629,"Papunesia","Pacific","not endangered","Nuclear Trans New Guinea","stefaniw_roman_comparison_1987"
"imon1245","imn","Imonda",FALSE,141.171,-3.31228,"Papunesia","Pacific","shifting","Border","seiler_imonda_1985"
"inab1237","abx","Inabaknon",FALSE,124.166,12.4264,"Papunesia","Asia","not endangered","Austronesian","jacobson_suzanne_m_sama_1980"
"inap1243","inp","Iñapari",TRUE,-69.3083,-12.4653,"South America","Americas","nearly extinct","Arawakan",NA
"indo1316","ind","Indonesian",TRUE,109.716,-7.33458,"Papunesia","Asia","not endangered","Austronesian",NA
"indo1317","bdl","Indonesian Bajau",TRUE,122.253,-3.68664,"Papunesia","Asia","threatened","Austronesian","verheijen_samabajau_1986"
"indu1241","mvy","Indus Kohistani",FALSE,73.0154,35.3389,"Eurasia","Asia","threatened","Indo-European","hallberg_daniel_g_indus_1999"
"ines1240","inz","Ineseño",FALSE,-120.08,34.6169,"North America","Americas","extinct","Chumashan","applegate_richard_brian_ineseno_1972"
"inga1252","inb","Inga",FALSE,-76.8606,1.00313,"South America","Americas","shifting","Quechuan","levinsohn_inga_1976"
"ingu1240","inh","Ingush",FALSE,45.03,43.11,"Eurasia","Europe","threatened","Nakh-Daghestanian","nichols_ingush_2011"
"inor1238","ior","Inor",FALSE,37.7968,7.94883,"Africa","Africa","not endangered","Afro-Asiatic","adnew_meheretu_descriptive_2016"
"iowa1245","iow","Iowa-Oto",FALSE,-95.5213,40.0511,"North America","Americas","extinct","Siouan","greer_jill_d_baxoje-jiwere_2016"
"ipai1240",NA,"Ipai",FALSE,-116.993,33.005,NA,NA,"moribund","Cochimi-Yuman","langdon_grammar_1970"
"iqui1243","iqu","Iquito",FALSE,-73.97046,-3.31233,"South America","Americas","nearly extinct","Zaparoan","lai_i-wen_time_2009"
"iraq1241","irk","Iraqw",FALSE,35.2939,-4.19948,"Africa","Africa","not endangered","Afro-Asiatic","nordbustad_iraqw_1988"
"irar1238","irh","Irarutu",FALSE,133.586,-2.94438,"Papunesia","Asia","threatened","Austronesian","jackson_jason_grammar_2014"
"iray1237","iry","Iraya",FALSE,120.65,13.381,"Papunesia","Asia","threatened","Austronesian","tweddell_colin_e_iraya_1958"
"iris1253","gle","Irish",TRUE,-7.61509,53.2186,"Eurasia","Europe","shifting","Indo-European",NA
"irul1243","iru","Irula of the Nilgiri",FALSE,79.95209,12.70645,"Eurasia","Asia","shifting","Dravidian","lal_sam_mohan_descriptive_1991"
"ishk1246","isk","Ishkashimi",TRUE,71.55,36.67,NA,NA,"shifting","Indo-European",NA
"isin1239","inn","Isinai",FALSE,121.12,16.3299,"Papunesia","Asia","nearly extinct","Austronesian","noauthor_grammatical_2015"
"isir1237","srl","Isirawa",FALSE,138.595,-1.88775,"Papunesia","Asia","shifting","Greater Kwerba","oguri_hiroko_isirawa_1985"
"isla1278","crb","Island Carib",FALSE,-61.342957,15.364795,"North America",NA,"extinct","Arawakan","josephs_keisha_marie_descriptive_2019"
"isna1241","isd","Isnag",FALSE,121.16,18.2139,"Papunesia","Asia","not endangered","Austronesian","barlaan_rodolfo_r_major_1986"
"isth1242","nhx","Isthmus-Mecayapan Nahuatl",FALSE,-94.7547,18.2,"North America","Americas","not endangered","Uto-Aztecan",NA
"isth1244","zai","Isthmus Zapotec",FALSE,-94.8444,16.4548,"North America","Americas","threatened","Otomanguean","bueno_holle_information_2019"
"istr1245","ruo","Istro Romanian",FALSE,14.2,45.433,"Eurasia","Europe","shifting","Indo-European","hurren_anthony_h_linguistic_1972"
"isuf1235","szv","Isu (Fako Division)",FALSE,9.36535,3.96758,"Africa","Africa","shifting","Atlantic-Congo","saker_alfred_js_grammar_1852"
"isum1240","isu","Isu (Menchum Division)",TRUE,9.96577,6.63731,"Africa","Africa","threatened","Atlantic-Congo",NA
"ital1282","ita","Italian",FALSE,12.6489,43.0464,"Eurasia","Europe","not endangered","Indo-European","maiden_reference_2007"
"itaw1240","itv","Itawit",FALSE,121.58,17.7329,"Papunesia","Asia","not endangered","Austronesian","natividad_mateo_c_guide_1970"
"itza1241","itz","Itzá",TRUE,-89.8734,17.0269,"North America","Americas","moribund","Mayan","hofling_itzaj_2000"
"iumi1238","ium","Iu Mien",TRUE,101.17,20.83,"Eurasia","Asia","not endangered","Hmong-Mien","arisawa_iu_2016"
"ivat1242","ivv","Itbayat",FALSE,121.975,20.3848,"Papunesia","Asia","not endangered","Austronesian","yamada_yukihiro_itbayat-english_2002"
"ivbi1241","atg","Ivbie North-Okpela-Arhe",FALSE,6.21209,7.15307,"Africa","Africa","not endangered","Atlantic-Congo","emuekpere-masagbor_grace_aboshuogwe_preverbal_1997"
"iwai1244","ibd","Iwaidja",FALSE,132.453,-11.3379,"Australia","Pacific","shifting","Iwaidjan Proper","pym_papers_1979"
"iwal1237","kbm","Iwal",FALSE,146.983,-7.20938,"Papunesia","Pacific","not endangered","Austronesian","bradshaw_joel_iwal_2001"
"iwam1256","iwm","Iwam",TRUE,141.817,-4.27346,"Papunesia","Pacific","shifting","Sepik",NA
"ixil1251","ixl","Ixil",FALSE,-90.8935,15.4569,"North America","Americas","threatened","Mayan","elliott_raymond_ixil_1960"
"ixte1237","otz","Ixtenco Otomi",FALSE,-98.0272,19.2146,"North America","Americas","shifting","Otomanguean","lastra_ixtenco_1998"
"iyoo1238","nca","Iyo",FALSE,146.092,-5.84161,"Papunesia","Pacific","not endangered","Nuclear Trans New Guinea","minter_iyo_2009"
"izer1241","izr","Izere",FALSE,8.7,9.5,"Africa","Africa","not endangered","Atlantic-Congo","lukas_johannes_outline_1961"
"izie1238","izi","Izi-Ezaa-Ikwo-Mgbo",FALSE,8.03044,6.31831,"Africa","Africa","not endangered","Atlantic-Congo","meier_grammar_1975"
"izon1238","ijc","Izon",FALSE,5.51702,5.17986,"Africa","Africa","not endangered","Ijoid","odisi_john_o_e_learn_1997"
"jadd1243","jda","Jad",FALSE,79.153,30.241,"Eurasia","Asia","shifting","Sino-Tibetan",NA
"jahh1242","jah","Jah Hut",TRUE,102.291,3.67619,"Eurasia","Asia","shifting","Austroasiatic",NA
"jalk1242","bxl","Jalkunan",FALSE,-5.21959,10.5426,"Africa","Africa","shifting","Mande","heath_jeffrey_grammar_2017"
"jama1261","jaa","Madi",FALSE,-66.5662,-7.62223,"South America","Americas","shifting","Arawan","dixon_jarawara_2004"
"jama1262","jam","Jamaican Creole English",FALSE,-77.2612,18.13,"North America","Americas","shifting","Indo-European","farquharson_joseph_t_jamaican_2013"
"jamb1236","jax","Jambi Malay",TRUE,103.13,-2.6469,"Papunesia","Asia","not endangered","Austronesian","yanti_reference_2010"
"jami1235","mxt","Jamiltepec Mixtec",FALSE,-97.8417,16.2279,"North America","Americas","threatened","Otomanguean","johnson_audrey_f_syntactic_nodate"
"jams1239","djm","Jamsay Dogon",FALSE,-2.57999,14.1794,"Africa","Africa","not endangered","Dogon","heath_grammar_2008"
"jaqa1244","jqr","Jaqaru",FALSE,-75.8958,-12.8823,"South America","Americas","shifting","Aymaran","hardman_martha_j_jaqaru_2000"
"jara1245","anq","Jarawa (India)",FALSE,92.658,11.6089,"Eurasia","Asia","threatened","Jarawa-Onge","kumar_pramod_descriptive_2012"
"jara1266","jra","Jarai",TRUE,107.813,13.6161,"Eurasia","Asia","not endangered","Austronesian","jensen_jarai_2014"
"jaru1254","ddj","Jaru",FALSE,128.262,-18.3288,"Australia","Pacific","moribund","Pama-Nyungan","senge_chikako_grammar_2015"
"jaun1243","jns","Jaunsari",FALSE,77.9084,30.5587,"Eurasia","Asia","threatened","Indo-European","satish_linguistic_1990"
"java1254","jav","Javanese",TRUE,110.885,-0.572307,"Papunesia","Asia","not endangered","Austronesian",NA
"jebe1250","jeb","Jebero",FALSE,-76.4103,-5.40317,"South America","Americas","nearly extinct","Cahuapanan","bendor-samuel_john_t_structure_1979"
"jede1239",NA,"Jedek",TRUE,101.75,5.3,NA,NA,NA,"Austroasiatic","yager_small-scale_2020"
"jeha1242","jhi","Jehai",TRUE,101.541,5.63695,"Eurasia","Asia","shifting","Austroasiatic",NA
"jehh1245","jeh","Jeh",TRUE,107.753,15.2351,"Eurasia","Asia","not endangered","Austroasiatic",NA
"jeju1234","jje","Jejueo",FALSE,NA,NA,"Eurasia",NA,"shifting","Koreanic",NA
"jeme1245","tow","Towa",FALSE,-106.766,35.5994,"North America","Americas","shifting","Kiowa-Tanoan","yumitani_yukihiro_phonology_1998"
"jenn1240","xuj","Jennu Kurumba",FALSE,76.5767,11.5041,"Eurasia","Asia","not endangered","Dravidian","natanasabapathy_s_language_1986"
"jeru1240","jee","Jerung",TRUE,86.2547,27.1741,"Eurasia","Asia","shifting","Sino-Tibetan","opgenort_grammar_2005"
"jewi1240","tmr","Jewish Babylonian Aramaic (ca. 200-1200 CE)",FALSE,44.245,32.273,"Eurasia","Asia","extinct","Afro-Asiatic","bar-asher_sigal_introduction_2013"
"jiba1237","juo","Jiba",FALSE,11.5099,9.26508,"Africa","Africa","shifting","Atlantic-Congo","dinslage_magic_2000"
"jica1244","apj","Jicarilla Apache",FALSE,-107.007,36.8079,"North America","Americas","shifting","Athabaskan-Eyak-Tlingit","phone_dictionary_2007"
"jina1244","jia","Jina",FALSE,14.9611,11.3555,"Africa","Africa","threatened","Afro-Asiatic","schmidt_aspects_2002"
"jiny1235","cjy","Jinyu Chinese",TRUE,111.278,38.8284,"Eurasia","Asia","not endangered","Sino-Tibetan",NA
"jion1236","pnu","Jiongnai Bunu",TRUE,110.007,23.8692,"Eurasia","Asia","shifting","Hmong-Mien",NA
"jita1239","jit","Jita",FALSE,33.9141,-1.62681,"Africa","Africa","not endangered","Atlantic-Congo","kagaya_jita_2005"
"jjuu1238","kaj","Jju",FALSE,7.97167,9.83116,"Africa","Africa","not endangered","Atlantic-Congo","mckinney_carol_v_bajju_1985"
"jola1263","dyo","Jola-Fonyi",FALSE,-15.7354766667,12.75752,"Africa","Africa","not endangered","Atlantic-Congo","sapir_grammar_2011"
"jowu1238","jow","Jowulu",FALSE,-5.47873,10.7691,"Africa","Africa","not endangered","Mande","carlson_robert_j_sketch_1993"
"juan1238","jun","Juang",FALSE,85.5845,21.2606,"Eurasia","Asia","threatened","Austroasiatic",NA
"jude1257","jpr","Judeo-Persian",FALSE,43.57147,31.45071,"Eurasia","Asia","shifting","Indo-European","paul_grammar_2013"
"jude1264","yud","Judeo-Tripolitanian Arabic",FALSE,34.7422,31.9567,"Eurasia","Asia","threatened","Afro-Asiatic","yoda_arabic_2005"
"jude1265","aju","Judeo-Moroccan Arabic",FALSE,-7.5,33.5,"Africa","Asia","not endangered","Afro-Asiatic","heath_jewish_2002"
"jude1266","yhd","Judeo-Iraqi Arabic",FALSE,41.2595,31.5339,"Eurasia","Asia","not endangered","Afro-Asiatic","bar-moshe_arabic_2019"
"jude1267","jye","Judeo-Yemeni Arabic",FALSE,45,15,"Eurasia","Asia","threatened","Afro-Asiatic","goitein_shelomo_d_language_1960"
"juho1239","ktz","South-Eastern Ju",FALSE,20.7673,-19.688,"Africa","Africa","threatened","Kxa","dickens_concise_2005"
"juku1254","jbu","Jukun Takum",FALSE,10.2576,7.20236,"Africa","Africa","not endangered","Atlantic-Congo","shimizu_kiyoshi_jukun_1980"
"jumj1238","jum","Jumjum",FALSE,33.7494,10.4349,"Africa","Africa","not endangered","Nilotic","fadul_jumjum_2016"
"juqu1238","mxq","Juquila Mixe",FALSE,-95.8484,16.8912,"North America","Americas","threatened","Mixe-Zoque","yasugi_yoshiho_study_1991"
"jurm1239","bex","Jur Modo",FALSE,29.974,6.03321,"Africa","Africa","not endangered","Central Sudanic","andersen_torben_grammar_1981"
"kaba1278","kbd","Kabardian",FALSE,43.3918,43.5082,"Eurasia","Asia","threatened","Abkhaz-Adyge","applebaum_ayla_ayda_bozkurt_prosody_2013"
"kaba1281","ksp","Kaba",FALSE,16.7344,7.64972,"Africa","Africa","not endangered","Central Sudanic","moser_kabba_2004"
"kabi1260",NA,"Kabikabi",FALSE,153.1539929,-25.44486229,"Australia",NA,"extinct","Pama-Nyungan","bell_jeanie_sketch_2003"
"kabu1256","kea","Kabuverdianu",FALSE,-23.6148,15.0586,"Africa","Africa","not endangered","Indo-European","swolkien_dominika_cape_2013"
"kaby1243","kab","Kabyle",FALSE,4.76137,36.4103,"Africa","Africa","threatened","Afro-Asiatic","applegate_joseph_r_spoken_1966"
"kach1272","gjk","Kachi Koli",FALSE,69.1901,24.2966,"Eurasia","Asia","not endangered","Indo-European","woodland_andrew_grammatical_nodate"
"kach1277","kfr","Kachchi",FALSE,69,23.83,"Eurasia","Asia","not endangered","Indo-European","mukherjee_sibasis_phonology_1992"
"kach1279","xac","Kachari",TRUE,92.317,26.6882,"Eurasia","Asia","shifting","Sino-Tibetan","endle_outline_2015"
"kach1280","kac","Southern Jinghpaw",TRUE,97.3278,25.4634,"Eurasia","Asia","not endangered","Sino-Tibetan",NA
"kach1284","kcx","Kachama-Ganjule-Haro",FALSE,37.9291,6.3971,"Africa","Africa","shifting","Ta-Ne-Omotic","sintayehu_semu_workineh_phonology_2017"
"kaci1244","koe","Kacipo-Balesi",FALSE,34.9436,6.16512,"Africa","Africa","shifting","Surmic","kapranova_larisa_brief_2011"
"kada1242","kej","Kadar",FALSE,76.7285,11.0602,"Eurasia","Asia","threatened","Dravidian","indira_r_descriptive_1976"
"kadi1248","kbc","Kadiwéu",FALSE,-57.582,-19.7222,"South America","Americas","shifting","Guaicuruan","sandalo_maria_filomena_grammar_1995"
"kado1242","kdv","Kado",TRUE,100.092,21.5259,"Eurasia","Asia","threatened","Sino-Tibetan","sangdong_grammar_2012"
"kaer1234","jka","Kaera",TRUE,NA,NA,"Papunesia",NA,"threatened","Timor-Alor-Pantar","klamer_3_2014"
"kafo1240","kpu","Kafoa",TRUE,124.446,-8.36572,"Papunesia","Asia","not endangered","Timor-Alor-Pantar","baird_2_2017"
"kaga1256","cgc","Kagayanen",FALSE,119.872,10.4656,"Papunesia","Asia","not endangered","Austronesian","pebley_studies_1999"
"kagu1239","kki","Kagulu",FALSE,37.0534,-6.38204,"Africa","Africa","not endangered","Atlantic-Congo","petzell_kagulu_2008"
"kaik1246","kzq","Kaike",TRUE,83.1384,28.853,"Eurasia","Asia","threatened","Sino-Tibetan","regmi_grammar_2013"
"kair1263","kxa","Kairiru",FALSE,143.558,-3.34608,"Papunesia","Pacific","shifting","Austronesian","ross_malcolm_kairiru_2002"
"kaiw1246","kgk","Kaiwá",FALSE,-54.6815,-24.589,"South America","Americas","threatened","Tupian","taylor_john_michael_statement_1966"
"kaja1247","xkj","Kajali",FALSE,53.4785,35.8989,"Eurasia","Asia","shifting","Indo-European","yarshater_ehsan_tati_1960"
"kajk1237","kjv","Kajkavian",FALSE,16.134109,45.649748,"Eurasia",NA,NA,"Indo-European","houtzagers_kajkavian_1999"
"kaka1265","kke","Kakabe",FALSE,-11.4418,10.5962,"Africa","Africa","threatened","Mande","vydrina_alexandra_corpusbased_2017"
"kaki1249","tbd","Kaki Ae",FALSE,145.816,-7.9946,"Papunesia","Pacific","shifting",NA,"clifton_john_m_kaki_1997"
"kala1372","kls","Kalasha",FALSE,71.6657,35.6415,"Eurasia","Asia","shifting","Indo-European","heegard_petersen_kalasha_2015"
"kala1373","gwc","Kalami",FALSE,72.5738,35.5303,"Eurasia","Asia","shifting","Indo-European","baart_joan_l_g_he_2004"
"kala1377","mwp","Kala Lagaw Ya",FALSE,142.196,-10.6748,"Papunesia","Pacific","shifting","Pama-Nyungan","mitchell_rod_ngalmun_2015"
"kala1381","ijn","Kalabari",FALSE,6.69539,4.53194,"Africa","Africa","not endangered","Ijoid","jenewari_charles_ew_studies_1977"
"kala1384","kck","Kalanga",FALSE,27.401,-21.2887,"Africa","Africa","not endangered","Atlantic-Congo","chebanne_kalanga_2010"
"kala1388","kqe","Kalagan",FALSE,125.328,6.8126,"Papunesia","Asia","not endangered","Austronesian","erkmann_erika_magabaaw-baaw_1990"
"kala1397","kmh","Kalam",FALSE,144.585,-5.25216,"Papunesia","Pacific","not endangered","Nuclear Trans New Guinea","pawley_andrew_kenneth_structure_1966"
"kala1399","kal","Kalaallisut",FALSE,-52.864,69.3761,"Eurasia","Americas","threatened","Eskimo-Aleut","berge_topic_2011"
"kala1400","kyl","Central Kalapuya",TRUE,-123.925,44.9861,"North America","Americas","extinct","Kalapuyan",NA
"kali1308","fla","Kalispel-Pend d'Oreille",FALSE,-114.19,47.5825,"North America","Americas","moribund","Salishan","speck_brenda_j_edition_1977"
"kalk1245","xka","Kalkoti",FALSE,72.0533,35.3651,"Eurasia","Asia","shifting","Indo-European","liljegren_notes_2013"
"kalk1246","ktg","Kalkutung",FALSE,139.5,-21,"Australia","Pacific","extinct","Pama-Nyungan","blake_kalkatungu_1979"
"kalm1243","xal","Oirad-Kalmyk",FALSE,45.316667,46.566667,"Eurasia","Asia","shifting","Mongolic","gaspar_darkhat_2006"
"kalo1256","rmf","Kalo Finnish Romani",FALSE,24.43,60.45,"Eurasia","Europe","shifting","Indo-European","voort_hein_van_der_romani_1991"
"kalu1248","bco","Kaluli",FALSE,142.788,-6.45932,"Papunesia","Pacific","not endangered","Bosavi","grosh_andrew_grammar_2004"
"kama1351","xas","Kamas-Koibal",FALSE,94.83,55.07,"Eurasia","Asia","extinct","Uralic","kunnap_kamass_1999"
"kama1357","jmr","Kamara",FALSE,-2.34944,8.93891,"Africa","Africa","threatened","Atlantic-Congo","naden_anthony_joshua_notes_1999"
"kama1365","woi","Kamang",TRUE,124.792,-8.26897,"Papunesia","Asia","shifting","Timor-Alor-Pantar","schapper_6_2014"
"kama1367","kms","Kamasau",FALSE,143.842,-3.8503,"Papunesia","Pacific","shifting","Nuclear Torricelli","sanders_arden_g_kamasau_1994"
"kama1370","kbq","Kamano",FALSE,145.728,-6.25829,"Papunesia","Pacific","not endangered","Nuclear Trans New Guinea","payne_audrey_m_kamano_1970"
"kamb1297","kam","Kamba (Kenya)",FALSE,37.9532,-1.60827,"Africa","Africa","not endangered","Atlantic-Congo","kioko_theoretical_2005"
"kamb1299","xbr","Kambera",TRUE,120.235,-9.88447,"Papunesia","Asia","not endangered","Austronesian",NA
"kamb1316","ktb","Kambaata",FALSE,37.9088,7.37582,"Africa","Africa","not endangered","Afro-Asiatic","treis_grammar_2008"
"kami1256","kcu","Kami (Tanzania)",FALSE,37.98,-6.71075,"Africa","Africa","threatened","Atlantic-Congo","petzell_malin_kami_2019"
"kamu1258","xmu","Kamu",FALSE,131.098,-13.5393,"Australia","Pacific","nearly extinct","Eastern Daly","harvey_mark_sketch_1990"
"kamu1260","xla","Kamula",FALSE,142.639,-7.28798,"Papunesia","Pacific","shifting","Kamula-Elevala","routamaa_judy_kamula_1994"
"kana1283","xns","Kanashi",FALSE,77.1553,32.2843,"Eurasia","Asia","shifting","Sino-Tibetan","sharma_d_d_kanashi_1992"
"kana1286","xnb","Kanakanavu",FALSE,120.887,23.3235,"Papunesia","Asia","nearly extinct","Austronesian","wild_ilka_voice_2018"
"kana1288","soq","Kanasi",FALSE,149.751,-10.1658,"Papunesia","Pacific","not endangered","Dagan","pappenhagen_kanasi_1986"
"kana1291","knm","Katukína-Kanamarí",FALSE,-68.7678,-6.45399,"South America","Americas","shifting","Katukinan","groth_christa_syntax_1985"
"kane1243","kbl","Kanembu",FALSE,14.8437,13.8749,"Africa","Africa","not endangered","Saharan","koelle_sigismund_w_grammar_1854"
"kang1280","xnr","Kangri",FALSE,76.366,31.915,"Eurasia","Asia","shifting","Indo-European","noauthor_kangri_2008"
"kani1275","kev","Kanikkaran",FALSE,77.2465,8.44163,"Eurasia","Asia","not endangered","Dravidian","agesthialingom_s_kanikkara_1976"
