Glottocode,ISO,Language_name,CLF,Longitude,Latitude,Area,Continent,Status,Family,Citation
halh1238,khk,Halh Mongolian,FALSE,106.289,48.324,Eurasia,Asia,shifting,Mongolic,NA
hali1244,hla,Halia,FALSE,154.662,-5.26603,Papunesia,Pacific,not endangered,Austronesian,NA
halk1245,hur,Halkomelem,TRUE,-122.029,48.0751,North America,Americas,shifting,Salishan,Galloway 1977
hame1242,amf,Hamer-Banna,FALSE,36.5176,5.06515,Africa,Africa,threatened,South Omotic,NA
hamt1247,hmt,Hamtai,FALSE,146.227,-7.54975,Papunesia,Pacific,not endangered,Angan,NA
hang1263,wos,Hanga Hundi,FALSE,142.849,-3.90364,Papunesia,Pacific,threatened,Ndu,Wendel 1993
hani1248,hni,Hani,TRUE,102.851673333,22.67753,Eurasia,Asia,not endangered,Sino-Tibetan,NA
hann1241,haa,Han,FALSE,-140.352,64.5002,North America,Americas,nearly extinct,Athabaskan-Eyak-Tlingit,de Reuse 2010
hano1246,lml,Hano,FALSE,168.167,-15.5432,Papunesia,Pacific,not endangered,Austronesian,NA
hara1271,har,Harari,FALSE,42.1332,9.30485,Africa,Africa,not endangered,Afro-Asiatic,NA
haro1237,hro,Haroi,TRUE,108.995,13.2201,Eurasia,Asia,not endangered,Austronesian,Goschnick 1977
hary1238,bgc,Haryanvi,FALSE,76.0432,29.0166,Eurasia,Asia,not endangered,Indo-European,NA
harz1239,hrz,Harzani,FALSE,48.2848,38.4341,Eurasia,Asia,threatened,Indo-European,NA
hass1238,mey,Hassaniyya,FALSE,-2.40278,20.1464,Africa,Africa,nearly extinct,Afro-Asiatic,NA
hata1243,had,Hatam,TRUE,134.037,-1.13531,Papunesia,Asia,threatened,Hatam-Mansim,Reesink 1999
haus1257,hau,Hausa,TRUE,8.7804,11.1513,Africa,Africa,not endangered,Afro-Asiatic,NA
hava1248,yuf,Havasupai-Walapai-Yavapai,FALSE,-113.385,35.6302,North America,Americas,shifting,Cochimi-Yuman,Seiden 1963
hawa1245,haw,Hawaiian,FALSE,-155.43,19.6297,Papunesia,Americas,moribund,Austronesian,NA
hawa1247,hwc,Hawai'i Creole English,FALSE,-155.437,19.6287,North America,Americas,not endangered,Indo-European,Velupillai 2013
hawk1239,xda,Hawkesbury,FALSE,150.4952383,-33.11470744,Australia,NA,extinct,Pama-Nyungan,Jones 2008
haya1250,hay,Haya,FALSE,31.4846,-1.70878,Africa,Africa,not endangered,Atlantic-Congo,NA
haza1239,haz,Hazaragi,FALSE,64.5105,33.3708,Eurasia,Asia,not endangered,Indo-European,NA
hdii1240,xed,Hdi,FALSE,13.6881,10.942,Africa,Africa,not endangered,Afro-Asiatic,NA
hebr1245,heb,Modern Hebrew,TRUE,35.0179,31.1056,Eurasia,Asia,not endangered,Afro-Asiatic,Francez and Goldring 2012
heil1246,hei,Heiltsuk-Oowekyala,FALSE,-127.221,51.7045,North America,Americas,nearly extinct,Wakashan,NA
hela1238,scp,Lamjung-Melamchi Yolmo,TRUE,85.6289,27.9212,Eurasia,Asia,shifting,Sino-Tibetan,Gawne 2016
here1253,her,Herero,FALSE,20.5655,-21.0231,Africa,Africa,threatened,Atlantic-Congo,NA
hewa1241,ham,Hewa,FALSE,142.551,-5.03635,Papunesia,Pacific,shifting,Sepik,NA
hezh1244,unknow,Hezhou,TRUE,NA,NA,Eurasia,NA,NA,Sino-Tibetan,Dwyer 1995
hida1246,hid,Hidatsa,FALSE,-102.528,47.7534,North America,Americas,nearly extinct,Siouan,Robinett 1955
hier1240,hlu,Hieroglyphic Luwian,FALSE,NA,NA,Eurasia,NA,extinct,Indo-European,Payne 2014
high1242,chd,Highland Oaxaca Chontal,FALSE,-95.7301,16.1849,North America,Americas,shifting,Tequistlatecan,NA
high1276,poi,Highland Popoluca,TRUE,-94.9109,18.198,North America,Americas,threatened,Mixe-Zoque,NA
high1278,azz,Highland Puebla Nahuatl,FALSE,-97.5556,20.1554,North America,Americas,not endangered,Uto-Aztecan,Robinson 1970
hija1235,acw,Hijazi Arabic,FALSE,38.9237,22.8346,Eurasia,Asia,not endangered,Afro-Asiatic,Al-Azraqi 1998
hili1240,hil,Hiligaynon,FALSE,122.974,10.4018,Papunesia,Asia,not endangered,Austronesian,NA
hind1269,hin,Hindi,TRUE,77,25,Eurasia,Asia,not endangered,Indo-European,Toyota 2009
hinu1240,gin,Hinuq,FALSE,45.8064,42.4502,Eurasia,Europe,shifting,Nakh-Daghestanian,NA
hitt1242,hit,Hittite,FALSE,35,40,Eurasia,NA,extinct,Indo-European,Hoffner and Melchert 2008
hixk1239,hix,Hixkaryána,FALSE,-58.80153,-0.16265,South America,Americas,shifting,Cariban,NA
hlai1239,lic,Hlai,TRUE,109.459,18.8062,Eurasia,Asia,not endangered,Tai-Kadai,NA
hmar1241,hmr,Hmar,TRUE,93.5497,24.7534,Eurasia,Asia,threatened,Sino-Tibetan,Moral 1997
hmon1264,hnj,Hmong Njua,TRUE,101.95,22.5638,Eurasia,Asia,not endangered,Hmong-Mien,NA
hmon1333,mww,Hmong Daw,TRUE,103.164,21.5461,Eurasia,Asia,not endangered,Hmong-Mien,NA
hoaa1235,huc,Amkoe,FALSE,24.69828,-23.93447,Africa,Africa,moribund,Kxa,Collins and Gruber 2014
hoav1238,hoa,Hoava,FALSE,157.595,-8.19679,Papunesia,Pacific,shifting,Austronesian,Davis 2003
hoch1243,win,Ho-Chunk,FALSE,-88.5,43.5,North America,Americas,shifting,Siouan,Marino 1968
homs1234,unknow,Western Armenian,FALSE,NA,NA,Eurasia,NA,threatened,Indo-European,Sakayan 2012
hooo1248,hoc,Ho,FALSE,87.1188,23.9596,Eurasia,Asia,threatened,Austroasiatic,NA
hopi1249,hop,Hopi,FALSE,-110.535,35.7653,North America,Americas,shifting,Uto-Aztecan,Malotki 1983
horp1239,ero,Horpa,TRUE,101.72,31.1026,Eurasia,Asia,threatened,Sino-Tibetan,NA
hote1245,hot,Hote,FALSE,146.869,-7.07708,Papunesia,Pacific,not endangered,Austronesian,NA
hozo1236,hoz,Hozo,FALSE,34.60448,9.38875,Africa,Africa,shifting,Blue Nile Mao,NA
hran1239,hra,Hrangkhol,FALSE,93.351,24.4559,Eurasia,Asia,threatened,Sino-Tibetan,Soppitt 1887
hree1244,hre,Hre,FALSE,108.694,14.6308,Eurasia,Asia,not endangered,Austroasiatic,NA
hrus1242,hru,Hruso,FALSE,92.63,27.27,Eurasia,Asia,shifting,NA,NA
huaa1248,nmn,East Taa,FALSE,20.79583,-24.20022,Africa,Africa,shifting,Tuu,NA
hual1241,qub,Huallaga Huánuco Quechua,FALSE,-75.594,-9.57135,South America,Americas,threatened,Quechuan,Weber 1989
huam1247,hub,Huambisa,FALSE,-77.9797,-3.99109,South America,Americas,shifting,Chicham,NA
huar1255,var,Huarijio,FALSE,-108.437,27.8685,North America,Americas,shifting,Uto-Aztecan,Félix Armendáriz 2005
huas1242,hus,Huastec,TRUE,-98.5028,21.6153,North America,Americas,shifting,Mayan,Edmonson 1988
huau1237,hud,Huaulu,TRUE,129.202,-2.95835,Papunesia,Asia,threatened,Austronesian,NA
huau1238,mau,Huautla Mazatec,FALSE,-96.724,18.2556,North America,Americas,threatened,Otomanguean,Pike 1967
huay1241,qvw,Huaylla Wanca Quechua,FALSE,-75.2055,-12.1809,South America,Americas,not endangered,Quechuan,Floyd 1993
huba1236,hbb,Huba,FALSE,13.139,10.3544,Africa,Africa,not endangered,Afro-Asiatic,NA
hueh1236,tee,Huehuetla Tepehua,TRUE,-97.9347,20.6189,North America,Americas,shifting,Totonacan,Kryder 1987
huic1243,hch,Huichol,FALSE,-104.062,21.954,North America,Americas,threatened,Uto-Aztecan,Bierge 2017
huiz1242,czh,Hui Chinese,TRUE,118.232,29.7646,Eurasia,Asia,not endangered,Sino-Tibetan,NA
hula1239,hul,Hula,FALSE,147.705,-9.99427,Papunesia,Pacific,not endangered,Austronesian,NA
hula1244,huy,Hulaulá,FALSE,43.4865,31.9111,Eurasia,Asia,shifting,Afro-Asiatic,NA
huli1244,hui,Huli,FALSE,142.963,-5.97212,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,Rule 1974
humb1243,hmb,Humburi Senni Songhay,FALSE,-1.69301,15.2948,Africa,Africa,not endangered,Songhay,Heath 2014
hung1274,hun,Hungarian,TRUE,19.6555271429,46.9068585714,Eurasia,Europe,moribund,Uralic,"Kenesei, Vago and Fenyvesi 1998"
hung1275,hnu,Hung,TRUE,104.772,18.7849,Eurasia,Asia,shifting,Austroasiatic,Enfield and Diffloth 2007
hung1276,nat,Hungworo,TRUE,6.3024,10.3243,Africa,Africa,shifting,Atlantic-Congo,Enfield and Diffloth 2009
hung1278,hum,Hungana-Saamba,FALSE,18.4312,-3.69695,Africa,Africa,threatened,Atlantic-Congo,NA
huns1239,dud,Hun-Saare,FALSE,5.07312,10.7898,Africa,Africa,not endangered,Atlantic-Congo,NA
hunz1247,huz,Hunzib,FALSE,46.1369,42.0808,Eurasia,Europe,shifting,Nakh-Daghestanian,NA
hupa1239,hup,Hupa,TRUE,-123.68,41.0982,North America,Americas,nearly extinct,Athabaskan-Eyak-Tlingit,NA
hupd1244,jup,Hupdë,FALSE,-69.8359,0.58622,South America,Americas,shifting,Nadahup,Epps 2008
hurr1240,xhu,Hurrian,FALSE,43.3154,40.7339,Eurasia,NA,extinct,Hurro-Urartian,Wilhelm 2008
hutt1235,geh,Hutterite German,FALSE,-97,40,North America,Americas,not endangered,Indo-European,NA
iaai1238,iai,Iaai,FALSE,166.59,-20.6301,Papunesia,Pacific,threatened,Austronesian,NA
iama1237,yml,Iamalele,FALSE,150.573,-9.45005,Papunesia,Pacific,not endangered,Austronesian,NA
iatm1242,ian,Iatmul,FALSE,143.316,-4.30064,Papunesia,Pacific,shifting,Ndu,NA
iauu1242,tmu,Iau,FALSE,137.69,-3.14537,Papunesia,Asia,not endangered,Lakes Plain,NA
ibal1244,ibl,Ibaloi,FALSE,120.695,16.4263,Papunesia,Asia,not endangered,Austronesian,NA
iban1264,iba,Iban,TRUE,112.934,2.09041,Papunesia,Asia,not endangered,Austronesian,Omar 1981
ibat1238,ivb,Ibatan,FALSE,121.909,18.9398,Papunesia,Asia,not endangered,Austronesian,NA
ibib1240,ibb,Ibibio,TRUE,7.86688,5.15279,Africa,Africa,not endangered,Atlantic-Congo,Kießling 2016
icel1247,isl,Icelandic,FALSE,-19.0212,63.4837,Eurasia,Europe,not endangered,Indo-European,NA
idaa1241,dbj,Ida'an,TRUE,118.515,5.29059,Papunesia,Asia,threatened,Austronesian,NA
idom1241,idu,Idoma,FALSE,7.71261,7.19139,Africa,Africa,not endangered,Atlantic-Congo,NA
idum1241,clk,Idu,TRUE,95.6472,29.4473,Eurasia,Asia,threatened,Sino-Tibetan,NA
idun1242,viv,Iduna,FALSE,150.24,-9.34361,Papunesia,Pacific,not endangered,Austronesian,Huckett 1978
igal1242,igl,Igala,FALSE,7.17974,7.34325,Africa,Africa,not endangered,Atlantic-Congo,NA
iged1239,ige,Igede,FALSE,8.27362,6.95522,Africa,Africa,not endangered,Atlantic-Congo,Bergman 1981
ikaa1238,ikk,Ika,FALSE,6.31058,6.36423,Africa,Africa,not endangered,Atlantic-Congo,Onyeche 2002
ikkk1242,ikx,Ik,FALSE,34.2507,3.61407,Africa,Africa,threatened,Kuliak,NA
ikul1238,ikl,Ikulu,FALSE,7.86684,10.1339,Africa,Africa,not endangered,Atlantic-Congo,NA
ilaa1246,ilb,Ila,FALSE,26.45548,-15.60807,Africa,Africa,not endangered,Atlantic-Congo,Smith 1907
ilia1236,mbi,Ilianen Manobo,FALSE,124.766,7.34448,Papunesia,Asia,not endangered,Austronesian,NA
ilit1241,ili,Ili Turki,FALSE,80.4957,44.0089,Eurasia,Asia,nearly extinct,Turkic,NA
iliu1237,ilu,Ili'uun,TRUE,125.902,-7.84385,Papunesia,Asia,not endangered,Austronesian,Penn 2006
ilok1237,ilo,Iloko,FALSE,120.993,15.9361,Papunesia,Asia,not endangered,Austronesian,NA
ilon1239,ilk,Ilongot,FALSE,121.547,16.3785,Papunesia,Asia,threatened,Austronesian,NA
imba1240,qvi,Imbabura Highland Quichua,FALSE,-78.3729,0.31776,South America,Americas,threatened,Quechuan,NA
imbo1238,imo,Imbongu,FALSE,144.026,-6.13629,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,Stefaniw 1987
imon1245,imn,Imonda,FALSE,141.171,-3.31228,Papunesia,Pacific,shifting,Border,Seiler 1985
inab1237,abx,Inabaknon,FALSE,124.166,12.4264,Papunesia,Asia,not endangered,Austronesian,NA
inap1243,inp,Iñapari,TRUE,-69.3083,-12.4653,South America,Americas,nearly extinct,Arawakan,NA
indo1316,ind,Indonesian,TRUE,109.716,-7.33458,Papunesia,Asia,not endangered,Austronesian,Danusugondo 1975
indo1317,bdl,Indonesian Bajau,TRUE,122.253,-3.68664,Papunesia,Asia,threatened,Austronesian,Verheijen 1986
indu1241,mvy,Indus Kohistani,FALSE,73.0154,35.3389,Eurasia,Asia,threatened,Indo-European,NA
ines1240,inz,Ineseño,FALSE,-120.08,34.6169,North America,Americas,extinct,Chumashan,Applegate 1972
inga1252,inb,Inga,FALSE,-76.8606,1.00313,South America,Americas,shifting,Quechuan,Levinsohn 1976
ingu1240,inh,Ingush,FALSE,45.03,43.11,Eurasia,Europe,threatened,Nakh-Daghestanian,NA
inor1238,ior,Inor,FALSE,37.7968,7.94883,Africa,Africa,not endangered,Afro-Asiatic,NA
iowa1245,iow,Iowa-Oto,FALSE,-95.5213,40.0511,North America,Americas,extinct,Siouan,Greer 2016
ipai1240,unknow,Ipai,FALSE,-116.993,33.005,NA,NA,moribund,Cochimi-Yuman,Couro and Langdon 1975
iqui1243,iqu,Iquito,FALSE,-73.97046,-3.31233,South America,Americas,nearly extinct,Zaparoan,NA
iraq1241,irk,Iraqw,FALSE,35.2939,-4.19948,Africa,Africa,not endangered,Afro-Asiatic,NA
irar1238,irh,Irarutu,FALSE,133.586,-2.94438,Papunesia,Asia,threatened,Austronesian,NA
iray1237,iry,Iraya,FALSE,120.65,13.381,Papunesia,Asia,threatened,Austronesian,NA
iris1253,gle,Irish,TRUE,-7.61509,53.2186,Eurasia,Europe,shifting,Indo-European,Duffield 1995
irul1243,iru,Irula of the Nilgiri,FALSE,79.95209,12.70645,Eurasia,Asia,shifting,Dravidian,NA
ishk1246,isk,Ishkashimi,TRUE,71.55,36.67,NA,NA,shifting,Indo-European,NA
isin1239,inn,Isinai,FALSE,121.12,16.3299,Papunesia,Asia,nearly extinct,Austronesian,NA
isir1237,srl,Isirawa,FALSE,138.595,-1.88775,Papunesia,Asia,shifting,Greater Kwerba,NA
isla1278,crb,Island Carib,FALSE,-61.342957,15.364795,North America,NA,extinct,Arawakan,Josephs 2019
isna1241,isd,Isnag,FALSE,121.16,18.2139,Papunesia,Asia,not endangered,Austronesian,NA
isth1242,nhx,Isthmus-Mecayapan Nahuatl,FALSE,-94.7547,18.2,North America,Americas,not endangered,Uto-Aztecan,Law 1962
isth1244,zai,Isthmus Zapotec,FALSE,-94.8444,16.4548,North America,Americas,threatened,Otomanguean,Radin 1930
istr1245,ruo,Istro Romanian,FALSE,14.2,45.433,Eurasia,Europe,shifting,Indo-European,NA
isuf1235,szv,Isu (Fako Division),FALSE,9.36535,3.96758,Africa,Africa,shifting,Atlantic-Congo,Saker 1852
isum1240,isu,Isu (Menchum Division),TRUE,9.96577,6.63731,Africa,Africa,threatened,Atlantic-Congo,NA
ital1282,ita,Italian,FALSE,12.6489,43.0464,Eurasia,Europe,not endangered,Indo-European,NA
itaw1240,itv,Itawit,FALSE,121.58,17.7329,Papunesia,Asia,not endangered,Austronesian,NA
itza1241,itz,Itzá,TRUE,-89.8734,17.0269,North America,Americas,moribund,Mayan,Hofling 1982
iumi1238,ium,Iu Mien,TRUE,101.17,20.83,Eurasia,Asia,not endangered,Hmong-Mien,Court 1985
ivat1242,ivv,Itbayat,FALSE,121.975,20.3848,Papunesia,Asia,not endangered,Austronesian,NA
ivbi1241,atg,Ivbie North-Okpela-Arhe,FALSE,6.21209,7.15307,Africa,Africa,not endangered,Atlantic-Congo,NA
iwai1244,ibd,Iwaidja,FALSE,132.453,-11.3379,Australia,Pacific,shifting,Iwaidjan Proper,Pym and Larrimore 1979
iwal1237,kbm,Iwal,FALSE,146.983,-7.20938,Papunesia,Pacific,not endangered,Austronesian,Bradshaw 2001
iwam1256,iwm,Iwam,TRUE,141.817,-4.27346,Papunesia,Pacific,shifting,Sepik,NA
ixil1251,ixl,Ixil,FALSE,-90.8935,15.4569,North America,Americas,threatened,Mayan,Elliott 1960
ixte1237,otz,Ixtenco Otomi,FALSE,-98.0272,19.2146,North America,Americas,shifting,Otomanguean,Lastra 1998
iyoo1238,nca,Iyo,FALSE,146.092,-5.84161,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,NA
izer1241,izr,Izere,FALSE,8.7,9.5,Africa,Africa,not endangered,Atlantic-Congo,Lukas and Willms 1961
izie1238,izi,Izi-Ezaa-Ikwo-Mgbo,FALSE,8.03044,6.31831,Africa,Africa,not endangered,Atlantic-Congo,NA
izon1238,ijc,Izon,FALSE,5.51702,5.17986,Africa,Africa,not endangered,Ijoid,NA
jadd1243,jda,Jad,FALSE,79.153,30.241,Eurasia,Asia,shifting,Sino-Tibetan,Sharma 1990
jahh1242,jah,Jah Hut,TRUE,102.291,3.67619,Eurasia,Asia,shifting,Austroasiatic,Diffloth 1976
jalk1242,bxl,Jalkunan,FALSE,-5.21959,10.5426,Africa,Africa,shifting,Mande,NA
jama1261,jaa,Madi,FALSE,-66.5662,-7.62223,South America,Americas,shifting,Arawan,NA
jama1262,jam,Jamaican Creole English,FALSE,-77.2612,18.13,North America,Americas,shifting,Indo-European,Durrleman-Tame 2008
jamb1236,jax,Jambi Malay,TRUE,103.13,-2.6469,Papunesia,Asia,not endangered,Austronesian,Yanti 2010
jami1235,mxt,Jamiltepec Mixtec,FALSE,-97.8417,16.2279,North America,Americas,threatened,Otomanguean,Johnson 1988
jams1239,djm,Jamsay Dogon,FALSE,-2.57999,14.1794,Africa,Africa,not endangered,Dogon,Heath 2008
jaqa1244,jqr,Jaqaru,FALSE,-75.8958,-12.8823,South America,Americas,shifting,Aymaran,NA
jara1245,anq,Jarawa (India),FALSE,92.658,11.6089,Eurasia,Asia,threatened,Jarawa-Onge,NA
jara1266,jra,Jarai,TRUE,107.813,13.6161,Eurasia,Asia,not endangered,Austronesian,Jensen 2013
jaru1254,ddj,Jaru,FALSE,128.262,-18.3288,Australia,Pacific,moribund,Pama-Nyungan,NA
jaun1243,jns,Jaunsari,FALSE,77.9084,30.5587,Eurasia,Asia,threatened,Indo-European,NA
java1254,jav,Javanese,TRUE,110.885,-0.572307,Papunesia,Asia,not endangered,Austronesian,Krauße 2017
jebe1250,jeb,Jebero,FALSE,-76.4103,-5.40317,South America,Americas,nearly extinct,Cahuapanan,NA
jede1239,unknow,Jedek,TRUE,101.75,5.3,NA,NA,NA,Austroasiatic,Yager and Burenhult 2017
jeha1242,jhi,Jehai,TRUE,101.541,5.63695,Eurasia,Asia,shifting,Austroasiatic,NA
jehh1245,jeh,Jeh,TRUE,107.753,15.2351,Eurasia,Asia,not endangered,Austroasiatic,Cohen 1976
jeju1234,jje,Jejueo,FALSE,NA,NA,Eurasia,NA,shifting,Koreanic,Kiaer 2014
jeme1245,tow,Towa,FALSE,-106.766,35.5994,North America,Americas,shifting,Kiowa-Tanoan,Yumitani 1998
jenn1240,xuj,Jennu Kurumba,FALSE,76.5767,11.5041,Eurasia,Asia,not endangered,Dravidian,Natanasabapathy 1986
jeru1240,jee,Jerung,TRUE,86.2547,27.1741,Eurasia,Asia,shifting,Sino-Tibetan,Opgenort 2005
jewi1240,tmr,Jewish Babylonian Aramaic (ca. 200-1200 CE),FALSE,44.245,32.273,Eurasia,Asia,extinct,Afro-Asiatic,Segal 2013
jiba1237,juo,Jiba,FALSE,11.5099,9.26508,Africa,Africa,shifting,Atlantic-Congo,NA
jica1244,apj,Jicarilla Apache,FALSE,-107.007,36.8079,North America,Americas,shifting,Athabaskan-Eyak-Tlingit,"Phone, Matilda and Axelrod 2007"
jina1244,jia,Jina,FALSE,14.9611,11.3555,Africa,Africa,threatened,Afro-Asiatic,"Schmidt, Odden and Holmberg 2002"
jiny1235,cjy,Jinyu Chinese,TRUE,111.278,38.8284,Eurasia,Asia,not endangered,Sino-Tibetan,NA
jion1236,pnu,Jiongnai Bunu,TRUE,110.007,23.8692,Eurasia,Asia,shifting,Hmong-Mien,NA
jita1239,jit,Jita,FALSE,33.9141,-1.62681,Africa,Africa,not endangered,Atlantic-Congo,NA
jjuu1238,kaj,Jju,FALSE,7.97167,9.83116,Africa,Africa,not endangered,Atlantic-Congo,NA
jola1263,dyo,Jola-Fonyi,FALSE,-15.7354766667,12.75752,Africa,Africa,not endangered,Atlantic-Congo,NA
jowu1238,jow,Jowulu,FALSE,-5.47873,10.7691,Africa,Africa,not endangered,Mande,NA
juan1238,jun,Juang,FALSE,85.5845,21.2606,Eurasia,Asia,threatened,Austroasiatic,NA
jude1257,jpr,Judeo-Persian,FALSE,43.57147,31.45071,Eurasia,Asia,shifting,Indo-European,Paul 2013
jude1264,yud,Judeo-Tripolitanian Arabic,FALSE,34.7422,31.9567,Eurasia,Asia,threatened,Afro-Asiatic,Yoda 2005
jude1265,aju,Judeo-Moroccan Arabic,FALSE,-7.5,33.5,Africa,Asia,not endangered,Afro-Asiatic,Heath 2002
jude1266,yhd,Judeo-Iraqi Arabic,FALSE,41.2595,31.5339,Eurasia,Asia,not endangered,Afro-Asiatic,Bar-Moshe 2019
jude1267,jye,Judeo-Yemeni Arabic,FALSE,45,15,Eurasia,Asia,threatened,Afro-Asiatic,Goitein 1960
juho1239,ktz,South-Eastern Ju,FALSE,20.7673,-19.688,Africa,Africa,threatened,Kxa,NA
juku1254,jbu,Jukun Takum,FALSE,10.2576,7.20236,Africa,Africa,not endangered,Atlantic-Congo,Shimizu 1980
jumj1238,jum,Jumjum,FALSE,33.7494,10.4349,Africa,Africa,not endangered,Nilotic,"Fadul, Chol, Teebu, Yousif, Blang and Anur 2016"
juqu1238,mxq,Juquila Mixe,FALSE,-95.8484,16.8912,North America,Americas,threatened,Mixe-Zoque,Yasugi 1991
jurm1239,bex,Jur Modo,FALSE,29.974,6.03321,Africa,Africa,not endangered,Central Sudanic,NA
kaba1278,kbd,Kabardian,FALSE,43.3918,43.5082,Eurasia,Asia,threatened,Abkhaz-Adyge,NA
kaba1281,ksp,Kaba,FALSE,16.7344,7.64972,Africa,Africa,not endangered,Central Sudanic,NA
kabi1260,unknow,Kabikabi,FALSE,153.1539929,-25.44486229,Australia,NA,extinct,Pama-Nyungan,Bell 2003
kabu1256,kea,Kabuverdianu,FALSE,-23.6148,15.0586,Africa,Africa,not endangered,Indo-European,Baptista 2013
kaby1243,kab,Kabyle,FALSE,4.76137,36.4103,Africa,Africa,threatened,Afro-Asiatic,NA
kach1272,gjk,Kachi Koli,FALSE,69.1901,24.2966,Eurasia,Asia,not endangered,Indo-European,NA
kach1277,kfr,Kachchi,FALSE,69,23.83,Eurasia,Asia,not endangered,Indo-European,NA
kach1279,xac,Kachari,TRUE,92.317,26.6882,Eurasia,Asia,shifting,Sino-Tibetan,Endle 1884
kach1280,kac,Southern Jinghpaw,TRUE,97.3278,25.4634,Eurasia,Asia,not endangered,Sino-Tibetan,Kurabe 2017
kach1284,kcx,Kachama-Ganjule-Haro,FALSE,37.9291,6.3971,Africa,Africa,shifting,Ta-Ne-Omotic,NA
kaci1244,koe,Kacipo-Balesi,FALSE,34.9436,6.16512,Africa,Africa,shifting,Surmic,NA
kada1242,kej,Kadar,FALSE,76.7285,11.0602,Eurasia,Asia,threatened,Dravidian,Indira 1976
kadi1248,kbc,Kadiwéu,FALSE,-57.582,-19.7222,South America,Americas,shifting,Guaicuruan,Sandalo 1995
kado1242,kdv,Kado,TRUE,100.092,21.5259,Eurasia,Asia,threatened,Sino-Tibetan,NA
kaer1234,jka,Kaera,TRUE,NA,NA,Papunesia,NA,threatened,Timor-Alor-Pantar,Klamer 2014
kafo1240,kpu,Kafoa,TRUE,124.446,-8.36572,Papunesia,Asia,not endangered,Timor-Alor-Pantar,Baird 2017
kaga1256,cgc,Kagayanen,FALSE,119.872,10.4656,Papunesia,Asia,not endangered,Austronesian,Pebley and MacGregor 1999
kagu1239,kki,Kagulu,FALSE,37.0534,-6.38204,Africa,Africa,not endangered,Atlantic-Congo,NA
kaik1246,kzq,Kaike,TRUE,83.1384,28.853,Eurasia,Asia,threatened,Sino-Tibetan,Regmi 2013
kair1263,kxa,Kairiru,FALSE,143.558,-3.34608,Papunesia,Pacific,shifting,Austronesian,Ross 2002
kaiw1246,kgk,Kaiwá,FALSE,-54.6815,-24.589,South America,Americas,threatened,Tupian,NA
kaja1247,xkj,Kajali,FALSE,53.4785,35.8989,Eurasia,Asia,shifting,Indo-European,Yarshater 1960
kajk1237,kjv,Kajkavian,FALSE,16.134109,45.649748,Eurasia,NA,NA,Indo-European,Houtzagers 1999
kaka1265,kke,Kakabe,FALSE,-11.4418,10.5962,Africa,Africa,threatened,Mande,NA
kaki1249,tbd,Kaki Ae,FALSE,145.816,-7.9946,Papunesia,Pacific,shifting,NA,NA
kala1372,kls,Kalasha,FALSE,71.6657,35.6415,Eurasia,Asia,shifting,Indo-European,NA
kala1373,gwc,Kalami,FALSE,72.5738,35.5303,Eurasia,Asia,shifting,Indo-European,NA
kala1377,mwp,Kala Lagaw Ya,FALSE,142.196,-10.6748,Papunesia,Pacific,shifting,Pama-Nyungan,NA
kala1381,ijn,Kalabari,FALSE,6.69539,4.53194,Africa,Africa,not endangered,Ijoid,NA
kala1384,kck,Kalanga,FALSE,27.401,-21.2887,Africa,Africa,not endangered,Atlantic-Congo,NA
kala1388,kqe,Kalagan,FALSE,125.328,6.8126,Papunesia,Asia,not endangered,Austronesian,NA
kala1397,kmh,Kalam,FALSE,144.585,-5.25216,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,NA
kala1399,kal,Kalaallisut,FALSE,-52.864,69.3761,Eurasia,Americas,threatened,Eskimo-Aleut,Sadock 2003
kala1400,kyl,Central Kalapuya,TRUE,-123.925,44.9861,North America,Americas,extinct,Kalapuyan,NA
kali1308,fla,Kalispel-Pend d'Oreille,FALSE,-114.19,47.5825,North America,Americas,moribund,Salishan,Speck 1977
kalk1245,xka,Kalkoti,FALSE,72.0533,35.3651,Eurasia,Asia,shifting,Indo-European,Liljegren 2013
kalk1246,ktg,Kalkutung,FALSE,139.5,-21,Australia,Pacific,extinct,Pama-Nyungan,Blake 1979
kalm1243,xal,Oirad-Kalmyk,FALSE,45.316667,46.566667,Eurasia,Asia,shifting,Mongolic,NA
kalo1256,rmf,Kalo Finnish Romani,FALSE,24.43,60.45,Eurasia,Europe,shifting,Indo-European,NA
kalu1248,bco,Kaluli,FALSE,142.788,-6.45932,Papunesia,Pacific,not endangered,Bosavi,NA
kama1351,xas,Kamas-Koibal,FALSE,94.83,55.07,Eurasia,Asia,extinct,Uralic,Künnap 1999
kama1357,jmr,Kamara,FALSE,-2.34944,8.93891,Africa,Africa,threatened,Atlantic-Congo,NA
kama1365,woi,Kamang,TRUE,124.792,-8.26897,Papunesia,Asia,shifting,Timor-Alor-Pantar,Schapper 2014
kama1367,kms,Kamasau,FALSE,143.842,-3.8503,Papunesia,Pacific,shifting,Nuclear Torricelli,NA
kama1370,kbq,Kamano,FALSE,145.728,-6.25829,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,Payne and Drew 1970
kamb1297,kam,Kamba (Kenya),FALSE,37.9532,-1.60827,Africa,Africa,not endangered,Atlantic-Congo,NA
