ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Continent
mana1295,Manam,,-4.07921,145.033,mana1295,mva,Pacific
mana1298,Manambu,,-4.19082,142.862,mana1298,mle,Pacific
manc1252,Manchu,,47.3122,126.557,manc1252,mnc,Asia
mand1409,Mandeali,,31.5425,77.0419,mand1409,mjl,Asia
mand1413,Manda (India),,20.0962,83.6749,mand1413,mha,Asia
mand1415,Mandarin Chinese,,40.0209,116.228,mand1415,cmn,Asia
mand1419,Mandjak,,12.829,-15.9217,mand1419,mfv,Africa
mand1423,Manda-Matumba,,-10.3991,34.7424,mand1423,mgs,Africa
mand1425,Mandari,,5.83656,31.2327,mand1425,mqu,Africa
mand1436,Mandinka,,12.8165233333,-15.6539466667,mand1436,mnk,Africa
mand1442,Mandar,,-3.34717,119.068,mand1442,mdr,Asia
mand1446,Mandan,,47.6631,-102.376,mand1446,mhq,Americas
mang1378,Mang,,21.4305,102.133,mang1378,zng,Asia
mang1381,Mangarrayi,,-14.7982,133.803,mang1381,mpc,Pacific
mang1383,Mangala,,-18.6597,123.769,mang1383,mem,Pacific
mang1399,Manga Kanuri,,13.557,10.701,mang1399,kby,Africa
mang1403,Mangseng,,-5.89752,150.68,mang1403,mbh,Pacific
mang1404,Mangga Buang,,-6.99891,146.685,mang1404,mmo,Pacific
mang1405,Manggarai,,-8.55748,120.329,mang1405,mqy,Asia
mani1235,Sougb,,-1.49611,133.95,mani1235,mnx,Asia
mani1292,Manipuri,,24.4409,93.3426,mani1292,mni,Asia
manm1238,Man Met,,22.0743,100.842,manm1238,mml,Asia
mann1246,Mannan,,9.85,76.97,mann1246,mjv,Asia
mann1248,Mann,,7.04616,-8.86405,mann1248,mev,Africa
mans1258,Northern Mansi,,64.4118,61.344,mans1258,mns,Asia
mans1260,Mansim,,-0.915054,134.011116,mans1260,NA,NA
mans1262,Mansaka,,6.79221,126.181,mans1262,msk,Asia
manu1255,Manumanaw Karen,,19.165,96.9531,manu1255,kxf,Asia
manu1258,Manusela,,-3.1109,129.429,manu1258,wha,Asia
manx1243,Manx,,54.2604,-4.45437,manx1243,glv,Europe
many1258,Manyika,,-18.1927,32.8052,many1258,mxc,Africa
maon1238,Mao Naga,,25.3836,94.0035,maon1238,nbi,Asia
maon1241,Maonan,,25.0169,108.024,maon1241,mmd,Asia
maor1244,Maore Comorian,,-12.830306,45.154942,maor1244,swb,Africa
maor1246,Maori,,-38.2881,176.541,maor1246,mri,Pacific
mape1249,Mape,,-6.59318,147.682,mape1249,mlh,Pacific
mapo1242,Mapos Buang,,-6.86672,146.774,mapo1242,bzh,Pacific
mapu1245,Mapudungun,,-38.7392,-71.277,mapu1245,arn,Americas
maqu1238,Maquiritari,,4.70705,-64.3877,maqu1238,mch,Americas
mara1373,Maraghei,,36.8259,49.9665,mara1373,vmh,Asia
mara1378,Marathi,,17.9344,76.6665,mara1378,mar,Asia
mara1379,Maram Naga,,25.4378,94.2205,mara1379,nma,Asia
mara1382,Mara Chin,,22.1138,93.0387,mara1382,mrh,Asia
mara1385,Marra,,-14.7927,134.865,mara1385,mec,Pacific
mara1386,Maranunggu,,-13.6754,130.12,mara1386,zmr,Pacific
mara1399,Maragus,,-16.0695,167.33,mara1399,mrs,Pacific
mara1404,Maranao,,7.79414,124.175,mara1404,mrw,Asia
marg1265,Marghi Central,,10.93854,13.0521,marg1265,mrt,Africa
mari1414,Maria (India),,19.7875,79.9144,mari1414,mrr,Asia
mari1416,Maring Naga,,24.2854,94.0723,mari1416,nng,Asia
mari1424,Marithiel,,-13.8818,130.237,mari1424,mfr,Pacific
mari1428,Marik,,-5.349,145.59,mari1428,dad,Pacific
mari1435,Maring,,-5.44015,144.642,mari1435,mbw,Pacific
mari1440,Maricopa,,33.5123,-111.749,mari1440,mrc,Americas
mark1255,Markweeta,,1.15018,35.5866,mark1255,enb,Africa
mars1254,Marshallese,,8.72,167.73,mars1254,mah,Pacific
mart1255,Martuthunira,,-20.9294,116.607,mart1255,vma,Pacific
mart1256,Martu Wangka,,-24.3194,121.954,mart1256,mpj,Pacific
maru1249,Maru,,24.942535,99.8338,maru1249,mhx,Asia
marw1260,Marwari (India),,27.002,75.0656,marw1260,rwr,Asia
masa1299,Masaaba,,1.05906,34.2829,masa1299,myx,Africa
masa1300,Masai,,-3.1419,36.4573,masa1300,mas,Africa
masb1238,Masbatenyo,,12.21453,123.63579,masb1238,msb,Asia
mask1242,Maskelynes,,-16.5073,167.818,mask1242,klv,Pacific
matb1237,Matbat,,-1.8801,130.075,matb1237,xmt,Asia
mati1250,Matigsalug Manobo,,7.72124,125.16,mati1250,mbt,Asia
mato1252,Mato,,-5.91639,146.859,mato1252,met,Pacific
mats1244,Matsés,,-5.73914,-72.6281,mats1244,mcf,Americas
matt1238,Mattole,,40.4321,-122.863,matt1238,mvb,Americas
matu1259,Matumbi,,-8.53734,39.0409,matu1259,mgw,Africa
maun1240,Mawng,,-11.8393,133.185,maun1240,mph,Pacific
mauw1238,Mauwake,,-4.52416,145.394,mauw1238,mhl,Pacific
maxa1247,Maxakalí,,-16.9402,-40.7891,maxa1247,mbl,Americas
mayo1261,Mayogo,,2.79827,27.8282,mayo1261,mdm,Africa
mayo1264,Mayo,,26.4522,-108.981,mayo1264,mfy,Americas
maza1291,Mazanderani,,36.241,52.3009,maza1291,mzn,Asia
mbab1239,Mbabaram,,-20.1389,143.438,mbab1239,vmb,Pacific
mbal1255,Mbalanhu,,-19.593,16.617,mbal1255,lnb,Africa
mbar1253,Rimanggudhinma,,-14.529,143.789,mbar1253,zmv,Pacific
mbay1241,Mbay,,8.23066,15.7328,mbay1241,myb,Africa
mbee1249,Mbe,,6.57067,8.82998,mbee1249,mfo,Africa
mbos1242,Mbosi,,-1.23019,15.5322,mbos1242,mdw,Africa
mbre1244,Mbre,,8.20929,-5.72944,mbre1244,mka,Africa
mbug1242,Mbugwe,,-3.75763,35.8133,mbug1242,mgz,Africa
mbuk1240,Mbukushu,,-17.6827,22.5026,mbuk1240,mhw,Africa
mbuk1243,Mbuko,,10.7788,14.1677,mbuk1243,mqb,Africa
mbuk1244,Mbuk,,NA,NA,mbuk1244,NA,NA
mbul1263,Mbula,,-5.66965,148.041,mbul1263,mna,Pacific
meen1242,Me'en,,6.63207,35.6255,meen1242,mym,Africa
mehe1243,Mehek,,-3.70927,142.498,mehe1243,nux,Pacific
mehr1241,Mehri,,21.4268,51.1512,mehr1241,gdq,Asia
meke1243,Mekeo,,-8.23853,146.586,meke1243,mek,Pacific
mele1250,Mele-Fila,,-17.6841,168.275,mele1250,mxe,Pacific
melo1242,Melo,,6.53916,36.811,melo1242,mfx,Africa
melp1238,Melpa,,-5.62644,144.34,melp1238,med,Pacific
mend1266,Mende (Sierra Leone),,7.90935,-10.9926,mend1266,men,Africa
mend1268,Mende (Papua New Guinea),,-3.67233,142.683,mend1268,sim,Pacific
meno1252,Menominee,,44.9794,-88.6395,meno1252,mez,Americas
meny1245,Menya,,-7.17425,146.071,meny1245,mcr,Pacific
mere1242,Merei,,-15.2839,166.905,mere1242,lmb,Pacific
meri1244,Meriam,,-9.59575,143.773,meri1244,ulk,Pacific
meru1245,Meru,,0.26484,37.7396,meru1245,mer,Africa
mesa1245,Mesaka,,6.32679,9.8723,mesa1245,iyo,Africa
mesc1238,Mescalero-Chiricahua Apache,,33.1291,-105.566,mesc1238,apm,Americas
mesk1242,Meskwaki,,40,-94,mesk1242,sac,Americas
meso1252,Gilit Mesopotamian Arabic,,33.8178,43.1095,meso1252,acm,Asia
mesq1240,Mesqan,,8.10617,38.3386,mesq1240,mvz,Africa
meta1238,Meta',,5.88942,9.87416,meta1238,mgo,Africa
mewa1249,Mewari,,24.57,73.68,mewa1249,mtr,Asia
mewa1250,Mewati,,27.736,76.947,mewa1250,wtm,Asia
meya1236,Meyah,,-1.18016,133.618,meya1236,mej,Asia
mezq1235,Mezquital Otomi,,20.2274,-99.5564,mezq1235,ote,Americas
miam1252,Miami,,40,-90,miam1252,mia,Americas
mian1256,Mian,,-4.70881,141.523,mian1256,mpt,Pacific
mich1243,Michif,,49.1681,-99.9119,mich1243,crg,Americas
mich1245,Michoacán Nahuatl,,18.3412,-103.361,mich1245,ncl,Americas
midd1317,Middle English,,NA,NA,midd1317,enm,NA
midd1343,Middle High German,,NA,NA,midd1343,gmh,NA
midd1344,Middle Chinese,,34.27,108.9,midd1344,ltc,NA
midd1350,Middle Indo-Aryan,,NA,NA,midd1350,NA,NA
midd1351,Middle Mongol,,NA,NA,midd1351,xng,NA
midd1357,Middle Clarence Bandjalang,,-29.042737,152.780249,midd1357,bdy,Pacific
mido1240,Midob,,14.789,27.2236,mido1240,mei,Africa
miga1241,Migabac,,-6.33237,147.713,miga1241,mpp,Pacific
miju1243,Kman,,28.4732,97.0444,miju1243,mxj,Asia
mika1239,Mikasuki,,26.08142,-80.90847,mika1239,mik,Americas
mikm1235,Mi'kmaq,,45.9941,-65.5766,mikm1235,mic,Americas
mila1245,Milang,,28.5539908,95.186127,mila1245,NA,NA
mill1237,Millcayac,,-31.79729,-67.569581,mill1237,NA,NA
milu1241,Miluk,,43.3215,-124.258,milu1241,iml,NA
mina1268,Minangkabau,,4.17,96.25,mina1268,min,Asia
mina1276,Mina (Cameroon),,10.38053,13.84054,mina1276,hna,Africa
minb1244,Min Bei Chinese,,27.05,118.32,minb1244,mnp,Asia
mind1253,Min Dong Chinese,,26,119.5,mind1253,cdo,Asia
ming1252,Mingrelian,,42.5129,41.8719,ming1252,xmf,Asia
mini1251,Minigir,,-4.31803,152.005,mini1251,vmg,Pacific
minn1241,Min Nan Chinese,,24.5,118.17,minn1241,nan,Asia
minz1235,Min Zhong Chinese,,26.0686,117.376,minz1235,czo,Asia
mira1251,Mirandese,,41.5375,-6.38371,mira1251,mwl,Europe
miri1266,Miriwung,,-16.3596,128.889,miri1266,mep,Pacific
mish1244,Miship,,9.20477,9.33752,mish1244,mjs,Africa
misi1242,Mising-Padam-Miri-Minyong,,27.418,94.69,misi1242,mrg,Asia
misi1243,Misima-Paneati,,-10.6821,152.696,misi1243,mpx,Pacific
misk1235,Mískito,,15.1576,-84.2942,misk1235,miq,Americas
mitl1236,Mitla Zapotec,,16.86849,-96.29434,mitl1236,zaw,Americas
mixt1426,Mixtepec Zapotec,,16.1724,-96.2372,mixt1426,zpm,Americas
miya1259,Miyako,,24.7564,125.363,miya1259,mvi,Asia
miya1266,Miya,,10.9234,9.71505,miya1266,mkf,Africa
mlab1235,Mlabri,,18.5533,101.163,mlab1235,mra,Asia
mlah1239,Mlahsö,,37.0311,41.2209,mlah1239,lhs,Asia
mmen1238,Mmen,,6.43213,10.2541,mmen1238,bfm,Africa
moch1257,Mocho,,15.4538,-92.1734,moch1257,mhc,Americas
moch1259,Mochica,,-8.01667,-79,moch1259,omc,NA
moco1246,Mocoví,,-28.097,-60.4145,moco1246,moc,Americas
mode1248,Modern Greek,,42.3224,24.8699,mode1248,ell,Europe
mogh1245,Mogholi,,34.2504,62.2802,mogh1245,mhj,Asia
moha1256,Mohave,,34.8866,-114.599,moha1256,mov,Americas
moha1258,Mohawk,,43.72,-74.66836,moha1258,moh,Americas
mohe1244,Mohegan-Montauk-Narragansett,,41.8581,-72.1701,mohe1244,mof,Americas
moii1235,Moi (Indonesia),,-0.96532,131.52,moii1235,mxn,Asia
moke1242,Moken,,10.1474,98.6765,moke1242,mwt,Asia
moki1238,Mokilese,,6.65651,159.776,moki1238,mkj,Pacific
mokl1243,Moklen,,8.16761,98.3176,mokl1243,mkm,Asia
mokp1239,Mokpwe,,4.24178,9.23887,mokp1239,bri,Africa
mola1238,Molale,,44.556,-122.857,mola1238,mbe,Americas
molo1266,Moloko,,10.7933,14.2521,molo1266,mlw,Africa
momb1254,Mombo Dogon,,14.376155,-3.664799,momb1254,dmb,NA
mong1330,Mongolia Buriat,,48.7686,109.005,mong1330,bxm,Asia
mong1338,Mongo,,-1.54228,20.4259,mong1338,lol,Africa
moni1261,Moni,,-3.72962,136.886,moni1261,mnz,Asia
monn1252,Mon,,15.49394,98.122465,monn1252,mnw,Asia
mono1270,Mono (Democratic Republic of Congo),,4.57915,19.8264,mono1270,mnh,Africa
mono1273,Mono-Alu,,-7.05102,155.76,mono1273,mte,Pacific
mono1275,Mono (USA),,37.1935,-119.347,mono1275,mnr,Americas
mont1268,Montagnais,,49.0533,-68.7376,mont1268,moe,Americas
moos1236,Moose Cree,,51.0686,-80.6912,moos1236,crm,Americas
more1259,Morelos Nahuatl,,18.9161,-99.1322,more1259,nhm,Americas
mori1268,Mori Bawah,,-2.56016,121.37,mori1268,xmz,Asia
mori1269,Mori Atas,,-2.2555,121.035,mori1269,mzq,Asia
mori1278,Morisyen,,-20.2613,57.5517,mori1278,mfe,Africa
morm1235,Mor (Mor Islands),,-2.87055,135.95,morm1235,mhz,Asia
moro1285,Moro,,10.9194,30.2138,moro1285,mor,Africa
moro1289,Marori,,-8.5692,140.688,moro1289,mok,Asia
moro1292,Moroccan Arabic,,32.5,-7.5,moro1292,ary,Africa
mort1237,Mortlockese,,5.50735,153.710778,mort1237,mrl,Pacific
mose1249,Mosetén-Chimané,,-14.64448,-67.83756,mose1249,cas,Americas
mosi1247,Akie,,-5.43471,37.1869,mosi1247,mwy,Africa
mosk1236,Moskona,,-1.62201,133.145,mosk1236,mtj,Asia
moss1236,Mossi,,10.4524,-1.17278,moss1236,mos,Africa
mota1237,Mota,,-13.835361,167.690924,mota1237,mtt,Pacific
motl1237,Mwotlap,,-13.655015,167.706277,motl1237,mlv,Pacific
motu1246,Motu,,-9.67492,147.424,motu1246,meu,Pacific
moun1252,Mountain Koiali,,-9.06973,147.384,moun1252,kpx,Pacific
movi1243,Movima,,-13.8115,-65.6348,movi1243,mzp,Americas
moyo1238,Moyon,,24.4793,94.3421,moyo1238,nmo,Asia
mpad1242,Mpade,,12.4609,14.5833,mpad1242,mpi,Africa
mpie1238,Mpiemo,,3.45776,15.5246,mpie1238,mcx,Africa
mpii1239,Mpi,,18.1717,100.21,mpii1239,mpz,Asia
mpon1254,Mpongmpong,,3.14015,14.866,mpon1254,mgg,Africa
mpot1240,Mpoto,,-11.1377,34.7127,mpot1240,mpa,Africa
mpur1239,Mpur,,-0.7489,133.166,mpur1239,akc,Asia
mroc1235,Mro Chin,,19.71,93.995,mroc1235,cmr,Asia
mruu1242,Mru,,24.154,90.6317,mruu1242,mro,Asia
mual1241,Mualang,,0.31083,111.077,mual1241,mtd,Asia
mudh1235,Mudhili Gadaba,,18.276,83.378,mudh1235,gau,Asia
mudu1239,Muduga,,NA,NA,mudu1239,udg,Asia
mudu1242,Muduapa,,-4.69751,149.489,mudu1242,wiv,Pacific
mufi1238,Mufian,,-3.57932,142.955,mufi1238,aoj,Pacific
mukl1234,Muklom,,NA,NA,mukl1234,NA,NA
mula1253,Mulam,,24.8151,108.928,mula1253,mlm,Asia
mull1237,Mullukmulluk,,-13.2973,130.615,mull1237,mpb,Pacific
muna1247,Muna,,-5.40419,122.541,muna1247,mnb,Asia
munc1235,Mün Chin,,20.289,94.3929,munc1235,mwq,Asia
mund1320,Mundari,,25.0391,87.1792,mund1320,unr,Asia
mund1328,Mundabli,,6.59969,10.2704,mund1328,boe,Africa
mund1330,Mundurukú,,-8.41095,-57.691,mund1330,myu,Americas
mung1266,Mungaka,,5.89752,10.0294,mung1266,mhk,Africa
muns1251,Munsee,,42.5968,-81.9166,muns1251,umu,Americas
muon1246,Muong,,20.7374,105.186,muon1246,mtq,Asia
murl1244,Murle,,6.69756,33.988,murl1244,mur,Africa
murr1258,Murriny Patha,,-14.74852,129.70152,murr1258,mwf,Pacific
murs1242,Mursi,,5.69801,36.0971,murs1242,muz,Africa
muru1266,Muruwari,,-28.9618,146.546,muru1266,zmu,Pacific
muru1274,Murui Huitoto,,-1.13669,-73.8331,muru1274,huu,Americas
musg1254,Musgu,,10.8439,15.1065,musg1254,mug,Africa
musl1236,Muslim Tat,,41.425062,46.645589,musl1236,ttt,Asia
muso1238,Musom,,-6.53817,146.93,muso1238,msu,Pacific
muss1246,Mussau-Emira,,-1.44105,149.624,muss1246,emi,Pacific
muth1236,Muthuvan,,10.3524,76.7328,muth1236,muv,Asia
muya1239,Muya,,29.8226,102.205,muya1239,mvm,Asia
muya1243,Muyang,,10.86047,14.21246,muya1243,muy,Africa
muyu1244,Muyuw,,-9.195,152.731,muyu1244,myw,Pacific
mwag1236,Mwaghavul,,9.47205,8.96522,mwag1236,sur,Africa
mwan1247,Mwani,,-12.5821,40.4601,mwan1247,wmw,Africa
mwan1250,Mwan,,7.87533,-5.94577,mwan1250,moa,Africa
mwer1248,Mwera (Chimwera),,-9.75639,38.8762,mwer1248,mwe,Africa
myce1241,Mycenaean Greek,,NA,NA,myce1241,gmy,NA
myen1241,Myene,,-1.48741,9.50247,myen1241,mye,Africa
naaa1245,Na,,28.431524,93.248908,naaa1245,nbt,Asia
naas1242,Naasioi,,-6.46022,155.632,naas1242,nas,Pacific
naba1256,Nabak,,-6.42709,146.966,naba1256,naf,Pacific
naga1394,Naga Pidgin,,25.2508,93.4438,naga1394,nag,Asia
naii1241,Nai,,-3.73034,141.273,naii1241,bio,Pacific
najd1235,Najdi Arabic,,30.3371,42.1773,najd1235,ars,Asia
naka1260,Nakara,,-12.07653,134.32729,naka1260,nck,Pacific
naka1262,Nakanai,,-5.59931,150.888,naka1262,nak,Pacific
naki1238,Naki,,6.62784,10.2378,naki1238,mff,Africa
nalc1240,Nalca,,-4.26068,139.883,nalc1240,nlc,Asia
nali1244,Nalik,,-2.94411,151.332,nali1244,nal,Pacific
nama1264,Nama (Namibia),,-25.0747,17.9767,nama1264,naq,Africa
nama1268,Namakura,,-16.8979,168.569,nama1268,nmk,Pacific
nami1256,Namia,,-3.85538,141.788,nami1256,nnm,Pacific
namu1246,Namuyi,,28.5909,101.898,namu1246,nmy,Asia
nana1257,Nanai,,48.4343,134.797,nana1257,gld,Asia
nand1264,Nande,,-0.24904,29.0243,nand1264,nnb,Africa
nand1266,Nandi,,0.793737,35.408478,nand1266,niq,Africa
nang1259,Nangikurrunggurr,,-14.268,131.237,nang1259,nam,Pacific
nang1261,Nanga,,14.49,-3.02,nang1261,nzz,NA
nang1262,Nanggu,,-10.7441,165.887,nang1262,ngr,Pacific
nank1250,Nankina,,-5.80804,146.464,nank1250,nnk,Pacific
nant1250,Nanti,,-12.1018,-72.3507,nant1250,cox,Americas
napu1241,Napu,,-1.43707,120.338,napu1241,npy,Asia
nara1262,Nara,,15.3251,37.499,nara1262,nrb,Africa
nari1240,Narim,,4.80331,33.3312,nari1240,loh,Africa
naro1249,Naro,,-22.0939,20.7458,naro1249,nhr,Africa
naro1251,Narom,,4.42115,114.011,naro1251,nrm,Asia
narp1239,Nar Phu,,28.76714,84.22852,narp1239,npa,Asia
narr1259,Narrinyeri,,-36.2301,140.158,narr1259,nay,Pacific
naru1238,Narungga,,-34.69,137.535,naru1238,nnr,NA
natc1249,Natchez,,31.75,-91.33,natc1249,ncz,Americas
nati1244,Nati,,-16.468709,167.496054,nati1244,NA,NA
naue1237,Nauete,,-8.70733,126.741,naue1237,nxa,Asia
naur1243,Nauru,,-0.52957,166.922,naur1243,nau,Pacific
nava1243,Navajo,,36.2106,-110.082,nava1243,nav,Americas
nawu1242,Nawuri,,8.45116,0.04947,nawu1242,naw,Africa
nayi1243,Nayi,,6.88202,36.3813,nayi1243,noz,Africa
ncan1245,Ncane,,6.50696,10.5312,ncan1245,ncr,Africa
ndal1241,Ndali,,-9.88948,33.6118,ndal1241,ndh,Africa
ndam1239,Ndamba,,-8.40485,36.0271,ndam1239,ndj,Africa
ndau1241,Ndau,,-20.1239,33.1739,ndau1241,ndc,Africa
nden1248,Ndengereko,,-7.54628,38.958,nden1248,ndg,Africa
ndon1254,Ndonga,,-17.6417,19.1631,ndon1254,ndo,Africa
ndut1239,Ndut,,14.925,-16.9811,ndut1239,ndv,Africa
ndyu1242,Aukan,,4.3126,-54.6419,ndyu1242,djk,Americas
neap1235,Continental Southern Italian,,39.2288,16.4225,neap1235,nap,Europe
nege1240,Negeri Sembilan Malay,,2.66503,102.291,nege1240,zmi,Asia
nege1244,Negerhollands,,18.3416,-64.8922,nege1244,dcr,Americas
neha1247,Nehan,,-4.56875,154.2,neha1247,nsn,Pacific
nend1239,Nend,,-5.04271,144.886,nend1239,anh,Pacific
nene1249,Tundra Nenets,,66.1775,71.0234,nene1249,yrk,Asia
neng1238,Nengone,,-21.5305,167.964,neng1238,nen,Pacific
nepa1253,Nepali Kurux,,26.72057,86.00255,nepa1253,kxl,Asia
nepa1254,Nepali,,28,85,nepa1254,npi,NA
nese1235,Nese,,NA,NA,nese1235,NA,NA
newa1246,Kathmandu Valley Newari,,27.2614,84.9577,newa1246,new,Asia
nezp1238,Nez Perce,,46.3073,-116.408,nezp1238,nez,Americas
ngaa1240,Ngaanyatjarra,,-25.7514,127.602,ngaa1240,ntj,Pacific
ngab1239,Ngäbere,,8.8251,-82.3911,ngab1239,gym,Americas
ngad1258,Ngadjunmaya,,-32.02447,124.46601,ngad1258,nju,Pacific
ngad1261,Ngad'a,,-8.79508,120.976,ngad1261,nxg,Asia
ngaj1237,Ngaju,,-1.58463,112.794,ngaj1237,nij,Asia
ngal1292,Ngalkbun,,-13.9783,133.936,ngal1292,ngk,Pacific
ngal1293,Ngalakgan,,-14.4281,134.716,ngal1293,nig,Pacific
ngam1268,Ngambay,,8.57051,15.414,ngam1268,sba,Africa
ngam1282,Ngamo,,12.0048,11.2108,ngam1282,nbh,Africa
ngan1291,Nganasan,,73.1354,86.2106,ngan1291,nio,Asia
ngan1295,Ngandi,,-12.8448,134.649,ngan1295,nid,Pacific
ngan1299,Ngangam,,10.2523,0.70509,ngan1299,gng,Africa
ngar1235,Ngarinman,,-15.4661,130.651,ngar1235,nbj,Pacific
ngar1284,Ngarinyin,,-16.4006,126.433,ngar1284,ung,Pacific
ngar1287,Ngarluma,,-20.9235,117.203,ngar1287,nrl,Pacific
ngar1288,Ngardi,,NA,NA,ngar1288,rxd,NA
ngar1296,Ngarla,,-20.20748,119.30579,ngar1296,nrk,NA
ngas1240,Ngas,,9.32042,9.46146,ngas1240,anc,Africa
ngaz1238,Ngazidja Comorian,,-11.6129,43.36,ngaz1238,zdj,Africa
ngba1285,Ngbaka Minagende,,2.98887,18.994,ngba1285,nga,Africa
ngeq1245,Kriang-Khlor,,15.6211,106.877,ngeq1245,ngt,Asia
ngge1241,Nggem,,-3.62735,139.011,ngge1241,nbq,Asia
ngie1241,Ngiemboon,,5.56777,10.1266,ngie1241,nnh,Africa
ngie1242,Ngie,,5.93852,9.79389,ngie1242,ngj,Africa
ngit1239,Ngiti,,1.30455,30.2242,ngit1239,niy,Africa
ngiz1242,Ngizim,,12.1051,11.0178,ngiz1242,ngi,Africa
ngka1235,Ngkontar Ngkolmpu,,-8.87044,140.818,ngka1235,kcd,Asia
ngoc1235,Ngochang,,NA,NA,ngoc1235,NA,NA
ngom1272,Ngomba,,5.63067,10.237,ngom1272,jgo,Africa
ngon1269,Ngoni,,-11.7794,37.4118,ngon1269,ngo,Africa
ngur1261,Ngura,,-29.2411,143.216,ngur1261,nbx,Pacific
ngwe1238,Ngwe,,5.49787,9.9028,ngwe1238,nwe,Africa
nhan1238,Nhanda,,-27.42523643,114.2680442,nhan1238,nha,Pacific
nhen1239,Nhengatu,,1.04503,-66.9646,nhen1239,yrl,Americas
nias1242,Nias,,0.90691,97.4961,nias1242,nia,Asia
nica1252,Nicaragua Creole English,,12.4402,-83.7386,nica1252,bzk,Americas
niel1243,Niellim,,9.70362,17.81346,niel1243,nie,Africa
nige1253,Hausa States Fulfulde,,10.9972,11.1188,nige1253,fuv,Africa
nige1257,Nigerian Pidgin,,9.65873,4.21068,nige1257,pcm,Africa
niha1238,Nihali,,21.1886,76.3318,niha1238,nll,Asia
niii1240,Nii,,-5.763,144.518,niii1240,nii,Pacific
nila1242,Nilamba,,-4.50002,34.3068,nila1242,nim,Africa
nina1238,Ninam,,4.03894,-62.7801,nina1238,shb,Americas
nise1244,Nisenan,,38.047,-120.393,nise1244,nsz,Americas
nisg1240,Nisga'a,,55.199,-129.192,nisg1240,ncg,Americas
niua1240,Niuafo'ou,,-15.6014,-175.64,niua1240,num,Pacific
niue1239,Niuean,,-19.06,-169.86,niue1239,niu,Pacific
njan1240,Njanga,,6.41,11.51,njan1240,NA,NA
njeb1242,Njebi,,-2.18115,12.7063,njeb1242,nzb,Africa
njer1242,Njerep,,6.82183,11.521,njer1242,njr,Africa
njye1238,Njyem,,2.30483,14.1175,njye1238,njy,Africa
nkam1239,Nkami,,NA,NA,nkam1239,nkq,NA
nkem1242,Nkem-Nkum,,6.59158,8.68668,nkem1242,isi,Africa
nkon1248,Nkonya,,7.20316,0.3209,nkon1248,nko,Africa
nobi1240,Nobiin,,22.8142,31.8376,nobi1240,fia,Africa
noct1238,Nocte Naga,,27.152,95.3903,noct1238,njb,Asia
noga1249,Nogai,,43.5917,46.6618,noga1249,nog,Europe
noku1237,Nokuku,,-14.8974,166.603,noku1237,nkk,Pacific
noma1260,Nomaande,,4.5893,10.9157,noma1260,lem,Africa
noma1263,Nomatsiguenga,,-11.5349,-74.4371,noma1263,not,Americas
nong1247,Nong Zhuang,,21.83753,107.3622,nong1247,zhn,Asia
nonu1241,Nonuya,,-1.25,-72.5,nonu1241,noj,NA
noon1242,Noon,,14.792,-16.9205,noon1242,snf,Africa
noon1243,Noone,,6.37256,10.5707,noon1243,nhu,Africa
nopa1235,Nopala Chatino,,16.0954,-97.1339,nopa1235,cya,Americas
nort1550,Taos Northern Tiwa,,36.4277,-105.604,nort1550,twf,Americas
nort2626,Northern Frisian,,54.6409,8.58489,nort2626,frr,Europe
nort2627,Eastern Low German,,50.771,6.092,nort2627,nds,Europe
nort2641,Northern Kurdish,,37,43,nort2641,kmr,Asia
nort2645,Northern Luri,,32.5438,47.916,nort2645,lrc,Asia
nort2646,Northern Pashto,,34,71.33,nort2646,pbu,Asia
nort2671,North Saami,,68.725,22.1113,nort2671,sme,Europe
nort2684,Northern Khmer,,14.4674,103.863,nort2684,kxm,Asia
nort2690,Northern Uzbek,,43.7489,59.231,nort2690,uzn,Asia
nort2697,North Azerbaijani,,40.9777,46.4737,nort2697,azj,Asia
nort2699,Northwestern Kolami,,20.1022,78.4934,nort2699,kfb,Asia
nort2702,Northern Gondi,,18.1632,81.3842,nort2702,gno,Asia
nort2722,Northern Qiang,,32.2766,103.192,nort2722,cng,Asia
nort2723,Northern Pumi,,28.6626,101.305,nort2723,pmi,Asia
nort2724,Northern Bai,,26.925,99.656,nort2724,bfc,Asia
nort2732,Northern Tujia,,29.3016,109.759,nort2732,tji,Asia
nort2735,Northern Dong,,26.9944,109.204,nort2735,doc,Asia
nort2740,Northern Thai,,18.857495,100.20739,nort2740,nod,Asia
nort2741,Northeastern Thai,,14.3253,102.986,nort2741,tts,Asia
nort2745,Northern Yukaghir,,65.3874,151.318,nort2745,ykg,Asia
nort2747,Northern Qiandong Miao,,26.6338,108.162,nort2747,hea,Asia
nort2760,Northern Inland Yuin,,-34.85,149.1,nort2760,NA,NA
nort2775,Northwest Gbaya,,5.9503,15.2569,nort2775,gya,Africa
nort2780,Northern Dagara,,11.0441,-3.0124,nort2780,dgi,Africa
nort2787,Northern Toussian,,11.133,-4.88274,nort2787,tsp,Africa
nort2795,Zimbabwean Ndebele,,-20.2513,27.4096,nort2795,nde,Africa
nort2828,North Moluccan Malay,,-0.86437,128.323,nort2828,max,Asia
nort2836,North Efate,,-17.5774,168.375,nort2836,llp,Pacific
nort2839,North Ambrym,,-16.1741,168.14,nort2839,mmg,Pacific
