ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Continent
faro1244,Faroese,,62.0732,-6.88497,faro1244,fao,Europe
fass1245,Momu-Fas,,-3.10868,141.64,fass1245,fqs,Pacific
fasu1242,Fasu,,-6.62687,143.284,fasu1242,faa,Pacific
fefe1239,Fe'fe',,5.18158,10.1442,fefe1239,fmp,Africa
fern1234,Pichi,,3.74,8.78,fern1234,fpe,Africa
fiji1242,Fiji Hindi,,-17.8148,177.772,fiji1242,hif,Pacific
fiji1243,Fijian,,-18,178.33,fiji1243,fij,Pacific
fili1244,Filipino,,12.265,123.464,fili1244,fil,Asia
filo1235,Filomena Mata Totonac,,20.1415,-97.5931,filo1235,tlp,Americas
fina1242,Finallig,,17.0319,121.11,fina1242,bkb,Asia
finn1318,Finnish,,64.7628,25.5577,finn1318,fin,Europe
foii1241,Foi,,-6.47258,143.495,foii1241,foi,Pacific
folo1238,Folopa,,-6.86321,144.458,folo1238,ppo,Pacific
fonn1241,Fon,,7.15484,1.66495,fonn1241,fon,Africa
food1238,Foodo,,9.56489,1.40486,food1238,fod,Africa
ford1242,Fordata,,-7.28902,131.511,ford1242,frd,Asia
fore1265,Forest Enets,,69.9829,88.2121,fore1265,enf,Asia
fore1270,Fore,,-6.64473,145.5065,fore1270,for,Pacific
fore1274,Forest Nenets,,63.72,71.97,fore1274,NA,NA
friu1240,Friulian,,46.1473,13.0493,friu1240,fur,Europe
fuli1240,Fuliiru,,-3.04022,28.9865,fuli1240,flr,Africa
fuln1247,Fulniô,,-9.02591,-37.1402,fuln1247,fun,Americas
furr1244,Fur,,12.0455,23.6401,furr1244,fvr,Africa
futu1245,Futuna-Aniwa,,-19.5303,170.215,futu1245,fut,Pacific
fuyu1242,Fuyug,,-8.6371,147.312,fuyu1242,fuy,Pacific
fwee1238,Fwe,,-17.72372,24.43151,fwee1238,fwe,Africa
fyam1238,Fyam,,9.59006,9.22293,fyam1238,pym,Africa
gaaa1244,Ga,,5.65488,-0.18598,gaaa1244,gaa,Africa
gaaa1245,Gaa,,8.4809,11.9603,gaaa1245,ttb,Africa
gaam1241,Gaam,,11.4674,33.9797,gaam1241,tbi,Africa
gaan1243,Ga'anda,,10.2955,12.6479,gaan1243,gqa,Africa
gada1258,Ga'dang,,17.2238,121.455,gada1258,gdg,Asia
gade1236,Gade Lohar,,25.8583,78.2187,gade1236,gda,Asia
gade1242,Gade,,8.71139,7.49869,gade1242,ged,Africa
gads1258,Gadsup,,-6.31631,145.997,gads1258,gaj,Pacific
gafa1240,Gafat,,11.5764,39.5605,gafa1240,gft,Africa
gaga1249,Gagauz,,44.5988,28.0277,gaga1249,gag,Europe
gaga1251,Gaagudju,,-12.5176,132.643,gaga1251,gbu,Pacific
gagu1242,Gban,,6.40859,-5.51851,gagu1242,ggu,Africa
gahr1239,Bunan,,32.2168,77.9596,gahr1239,bfu,Asia
gale1259,Galela,,2.31461,128.44,gale1259,gbi,Asia
gali1261,Galice,,45.3914,-120.75,gali1261,gce,Americas
gali1262,Galibi Carib,,5.83772,-56.8323,gali1262,car,Americas
galo1242,Galo,,27.9805586,94.6884956,galo1242,adl,Asia
galo1243,Galoli-Talur,,-8.61074,125.959,galo1243,gal,Asia
gamb1252,Gambian Wolof,,13.5337,-16.1544,gamb1252,wof,Africa
gami1243,Yuwaalaraay-Gamilaraay,,-29.9037,149.543,gami1243,kld,Pacific
gamo1243,Gamo,,6.27645,37.23808,gamo1243,gmv,NA
gana1268,Birrdhawal,,-37.05,148.93,gana1268,ihw,NA
gana1274,//Gana,,-21.8555,22.2003,gana1274,gnk,Africa
gana1278,Ganai,,NA,NA,gana1278,unn,NA
ganc1239,Gan Chinese,,27.9896,115.166,ganc1239,gan,Asia
gand1255,Ganda,,0.66884,32.15153,gand1255,lug,Africa
gang1266,Gangte,,24.5113,94.1681,gang1266,gnb,Asia
gang1267,Ganggalida,,-17.5446,139.426,gang1267,gcd,Pacific
gang1272,Gangou,,NA,NA,gang1272,NA,NA
gant1244,Gants,,-5.28113,144.771,gant1244,gao,Pacific
gapa1238,Gapapaiwa,,-9.73317,149.854,gapa1238,pwg,Pacific
gara1269,Garrwa,,-17.4504,137.72014,gara1269,wrk,NA
garh1243,Garhwali,,30.5061,78.7201,garh1243,gbm,Asia
gari1253,Garig-Ilgar,,-11.412,132.182,gari1253,ilg,Pacific
gari1256,Garifuna,,15.3529,-86.9091,gari1256,cab,Americas
garo1247,Garo,,25.2954,90.462,garo1247,grt,Asia
gata1239,Gata',,18.6076,82.984,gata1239,gaq,Asia
gavi1246,Gavião Do Jiparaná,,-10.7235,-61.6752,gavi1246,gvo,Americas
gawa1247,Gawar-Bati,,35.1982,71.5428,gawa1247,gwt,Asia
gaww1239,Ale-Gawwada,,5.37869,37.2737,gaww1239,gwd,Africa
gayo1244,Gayo,,4.3733,97.3456,gayo1244,gay,Asia
gazi1243,Gazi,,34.0357,49.4553,gazi1243,gzi,Asia
gbag1258,Gbagyi,,9.29842,6.90495,gbag1258,gbr,Africa
gbar1246,Gbari,,8.46411,7.10757,gbar1246,gby,Africa
gbay1281,Gbaya-Mbodomo,,4.800365,14.606865,gbay1281,gmm,Africa
gbay1287,Gbaya-Bossangoa,,6.61896,17.645,gbay1287,gbp,Africa
geba1237,Geba Karen,,19.4991,96.9492,geba1237,kvq,Asia
geda1237,Gedaged,,-5.18175,145.781,geda1237,gdd,Pacific
gede1246,Gedeo,,6.18469,38.2395,gede1246,drs,Africa
geez1241,Geez,,10.1342,40.6821,geez1241,gez,Africa
gela1263,Gela,,-9.04587,160.186,gela1263,nlg,Pacific
gela1264,Gelao Mulao,,26.574605,107.239537,gela1264,giu,NA
genn1243,Gen,,6.25971,1.67727,genn1243,gej,Africa
gese1240,Geser-Gorom,,-3.8016,130.701,gese1240,ges,Asia
ghad1239,Ghadames,,30.1168,10.0165,ghad1239,gha,Africa
ghan1242,Ghanongga,,-8.02035,156.552,ghan1242,ghn,Pacific
ghan1244,Ghanaian Pidgin English,,5.793241,-0.283641,ghan1244,gpe,NA
ghar1239,Ghari,,-9.4791,159.917,ghar1239,gri,Pacific
ghod1238,Godoberi,,42.7428,46.2252,ghod1238,gdo,Europe
ghom1257,Ghomara,,34.7979,-4.6696,ghom1257,gho,Africa
ghul1238,Uncunwee,,11.6432,29.8122,ghul1238,ghl,Africa
gida1247,Gidar,,9.874715,14.07845,gida1247,gid,Africa
gila1241,Gilaki,,37.1344,49.8359,gila1241,glk,Asia
gilb1244,Gilbertese,,-1.34,176.44,gilb1244,gil,Pacific
gily1242,Nivkh,,52.59,140.681,gily1242,niv,Asia
gimi1243,Gimi (Eastern Highlands),,-6.42097,145.214,gimi1243,gim,Pacific
gira1247,Girawa,,-5.35342,145.423,gira1247,bbr,Pacific
giri1245,Girirra,,5.76,42.17,giri1245,NA,NA
giry1241,Giryama,,-3.30638,39.6648,giry1241,nyf,Africa
gito1238,Gitonga,,-23.7964,35.1577,gito1238,toh,Africa
gitx1241,Gitxsan,,55.09,-128.08,gitx1241,git,Americas
glav1244,Glavda,,11.1334,13.8652,glav1244,glw,Africa
goan1235,Goan Konkani,,15.2732,74.2098,goan1235,gom,Asia
godi1239,Godié,,5.3944,-5.82696,godi1239,god,Africa
godw1241,Godwari,,24.885,72.846,godw1241,gdx,Asia
goem1240,Goemai,,8.74455,9.72453,goem1240,ank,Africa
gofa1235,Gofa,,6.57645,37.05,gofa1235,gof,NA
gogo1263,Gogo,,-6.35951,35.4807,gogo1263,gog,Africa
goli1247,Golin,,-6.2249,144.8505,goli1247,gvf,Pacific
gonj1241,Gonja,,8.48801,-0.72757,gonj1241,gjn,Africa
goon1238,Gooniyandi,,-18.4073,126.351,goon1238,gni,Pacific
goro1270,Gorowa,,-4.23575,35.7996,goro1270,gow,Africa
goth1244,Gothic,,46.9304,29.9786,goth1244,got,NA
gour1243,Gourmanchéma,,11.6711,1.28489,gour1243,gux,Africa
goza1238,Gozarkhani,,36.4133,50.6987,goza1238,goz,Asia
gras1249,Grass Koiari,,-9.51218,147.437,gras1249,kbk,Pacific
gree1278,Hagei Gelao,,22.5632,104.698,gree1278,giq,Asia
gren1247,Grenadian Creole English,,12.0067,-61.6989,gren1247,gcl,Americas
guad1242,Guadeloupean Creole French,,16.304875,-61.405914,guad1242,gcf,Americas
guah1255,Guahibo,,5.81736,-68.9839,guah1255,guh,Americas
guai1237,Guaicurian,,24.1666666667,-110.3,guai1237,NA,NA
guan1269,Kotiria,,1.07554,-69.5705,guan1269,gvc,Americas
guar1293,Baniva de Maroa,,1.80835,-66.922505,guar1293,gae,Americas
guat1253,Guató,,-17.8696,-57.2897,guat1253,gta,Americas
gube1234,Gubeeher-Gufangor-Gubelor,,12.56,-17.19,gube1234,NA,NA
gude1246,Gude,,10.2138,13.403,gude1246,gde,Africa
guer1241,Central Guerrero Nahuatl,,17.8583,-99.0023,guer1241,ngu,Americas
guer1243,Guerrero Amuzgo,,16.77226,-98.18953,guer1243,amu,Americas
gugu1253,Gugu Badhun,,-18.4921,144.46,gugu1253,gdc,Pacific
gugu1255,Guugu Yimidhirr,,-14.9424,144.831,gugu1255,kky,Pacific
guhu1244,Guhu-Samane,,-7.99922,147.228,guhu1244,ghs,Pacific
guia1246,Guianese Creole French,,4.94804,-52.7336,guia1246,gcr,Americas
guib1244,Guibian Zhuang,,23.6818,107.184,guib1244,zgn,Asia
guib1245,Guibei Zhuang,,23.6818,107.184,guib1245,zgb,Asia
guiq1238,Guiqiong,,30.4803,102.128,guiq1238,gqi,Asia
guja1252,Gujarati,,22.687,71.0962,guja1252,guj,Asia
guja1253,Gujari,,34.3768,73.1461,guja1253,gju,Asia
gulf1241,Gulf Arabic,,30.17,47.5,gulf1241,afb,Asia
gulf1242,Gulf Coast French,,NA,NA,gulf1242,NA,NA
gull1241,Sea Island Creole English,,33.6632,-79.6036,gull1241,gul,Americas
guma1254,Gumawana,,-9.28497,150.762,guma1254,gvs,Pacific
gumu1244,Northern Gumuz,,11.05,35.93,gumu1244,guk,Africa
gunn1250,Gun,,6.48529,2.76767,gunn1250,guw,Africa
gunw1252,Bininj Kun-Wok,,-12.3398,133.358,gunw1252,gup,Pacific
gupa1247,Gupapuyngu,,-12.2868,135.337,gupa1247,guf,Pacific
gura1251,Gurani,,36.8377,44.4956,gura1251,hac,Asia
gura1252,Guragone,,-12.66855,134.09501,gura1252,gge,Pacific
gurd1238,Gurdjar,,-17.1653,141.145,gurd1238,gdj,Pacific
gure1255,Gureng Gureng,,-25.3893,151.175,gure1255,gnr,Pacific
guri1247,Gurindji,,-17.0329,130.379,guri1247,gue,Pacific
guru1261,Gurung,,27.41687,86.28988,guru1261,gvr,Asia
guru1271,Guruntum-Mbaaru,,9.87332,10.162,guru1271,grd,Africa
gusi1247,Gusii,,-0.78872,34.76751,gusi1247,guz,Africa
gwen1239,Gweno,,-3.68407,37.6827,gwen1239,gwe,Africa
gwic1235,Gwich'in,,67.4307,-142.963,gwic1235,gwi,Americas
haaa1252,Ha,,-3.77873,30.4894,haaa1252,haq,Africa
hadi1240,Hadiyya,,7.57377,37.7577,hadi1240,hdy,Africa
hado1235,Hadothi,,24.8546,75.8366,hado1235,hoj,Asia
hadr1236,Hadrami Arabic,,15.4468,48.6524,hadr1236,ayh,Asia
hadz1240,Hadza,,-3.83115,35.0458,hadz1240,hts,Africa
hait1244,Haitian,,18.795135,-72.136115,hait1244,hat,Americas
haka1240,Haka Chin,,22.8735,92.8208,haka1240,cnh,Asia
hakk1236,Hakka Chinese,,25,116,hakk1236,hak,Asia
hala1252,Halang,,14.7862,107.457,hala1252,hal,Asia
halb1244,Halbi,,20.3081,81.3742,halb1244,hlb,Asia
halh1238,Halh Mongolian,,48.324,106.289,halh1238,khk,Asia
hali1244,Halia,,-5.26603,154.662,hali1244,hla,Pacific
halk1245,Halkomelem,,48.0751,-122.029,halk1245,hur,Americas
hame1242,Hamer-Banna,,5.06515,36.5176,hame1242,amf,Africa
hamt1247,Hamtai,,-7.54975,146.227,hamt1247,hmt,Pacific
hang1263,Hanga Hundi,,-3.90364,142.849,hang1263,wos,Pacific
hani1248,Hani,,22.67753,102.851673333,hani1248,hni,Asia
hann1241,Han,,64.5002,-140.352,hann1241,haa,Americas
hano1246,Hano,,-15.5432,168.167,hano1246,lml,Pacific
hara1271,Harari,,9.30485,42.1332,hara1271,har,Africa
haro1237,Haroi,,13.2201,108.995,haro1237,hro,Asia
hary1238,Haryanvi,,29.0166,76.0432,hary1238,bgc,Asia
harz1239,Harzani,,38.4341,48.2848,harz1239,hrz,Asia
hass1238,Hassaniyya,,20.1464,-2.40278,hass1238,mey,Africa
hata1243,Hatam,,-1.13531,134.037,hata1243,had,Asia
haus1257,Hausa,,11.1513,8.7804,haus1257,hau,Africa
hava1248,Havasupai-Walapai-Yavapai,,35.6302,-113.385,hava1248,yuf,Americas
hawa1245,Hawaiian,,19.6297,-155.43,hawa1245,haw,Americas
hawa1247,Hawai'i Creole English,,19.6287,-155.437,hawa1247,hwc,Americas
hawk1239,Hawkesbury,,-33.11470744,150.4952383,hawk1239,xda,NA
haya1250,Haya,,-1.70878,31.4846,haya1250,hay,Africa
haza1239,Hazaragi,,33.3708,64.5105,haza1239,haz,Asia
hdii1240,Hdi,,10.942,13.6881,hdii1240,xed,Africa
hebr1245,Modern Hebrew,,31.1056,35.0179,hebr1245,heb,Asia
heil1246,Heiltsuk-Oowekyala,,51.7045,-127.221,heil1246,hei,Americas
hela1238,Lamjung-Melamchi Yolmo,,27.9212,85.6289,hela1238,scp,Asia
here1253,Herero,,-21.0231,20.5655,here1253,her,Africa
hewa1241,Hewa,,-5.03635,142.551,hewa1241,ham,Pacific
hezh1244,Hezhou,,NA,NA,hezh1244,NA,NA
hida1246,Hidatsa,,47.7534,-102.528,hida1246,hid,Americas
hier1240,Hieroglyphic Luwian,,NA,NA,hier1240,hlu,NA
high1242,Highland Oaxaca Chontal,,16.1849,-95.7301,high1242,chd,Americas
high1276,Highland Popoluca,,18.198,-94.9109,high1276,poi,Americas
high1278,Highland Puebla Nahuatl,,20.1554,-97.5556,high1278,azz,Americas
hija1235,Hijazi Arabic,,22.8346,38.9237,hija1235,acw,Asia
hili1240,Hiligaynon,,10.4018,122.974,hili1240,hil,Asia
hind1269,Hindi,,25,77,hind1269,hin,Asia
hinu1240,Hinuq,,42.4502,45.8064,hinu1240,gin,Europe
hitt1242,Hittite,,40,35,hitt1242,hit,NA
hixk1239,Hixkaryána,,-0.16265,-58.80153,hixk1239,hix,Americas
hlai1239,Hlai,,18.8062,109.459,hlai1239,lic,Asia
hmar1241,Hmar,,24.7534,93.5497,hmar1241,hmr,Asia
hmon1264,Hmong Njua,,22.5638,101.95,hmon1264,hnj,Asia
hmon1333,Hmong Daw,,21.5461,103.164,hmon1333,mww,Asia
hoaa1235,Amkoe,,-23.93447,24.69828,hoaa1235,huc,Africa
hoav1238,Hoava,,-8.19679,157.595,hoav1238,hoa,Pacific
hoch1243,Ho-Chunk,,43.5,-88.5,hoch1243,win,Americas
homs1234,Western Armenian,,NA,NA,homs1234,NA,NA
hooo1248,Ho,,23.9596,87.1188,hooo1248,hoc,Asia
hopi1249,Hopi,,35.7653,-110.535,hopi1249,hop,Americas
horp1239,Horpa,,31.1026,101.72,horp1239,ero,Asia
hote1245,Hote,,-7.07708,146.869,hote1245,hot,Pacific
hozo1236,Hozo,,9.38875,34.60448,hozo1236,hoz,Africa
hran1239,Hrangkhol,,24.4559,93.351,hran1239,hra,Asia
hree1244,Hre,,14.6308,108.694,hree1244,hre,Asia
hrus1242,Hruso,,27.27,92.63,hrus1242,hru,Asia
huaa1248,East Taa,,-24.20022,20.79583,huaa1248,nmn,Africa
hual1241,Huallaga Huánuco Quechua,,-9.57135,-75.594,hual1241,qub,Americas
huam1247,Huambisa,,-3.99109,-77.9797,huam1247,hub,Americas
huar1255,Huarijio,,27.8685,-108.437,huar1255,var,Americas
huas1242,Huastec,,21.6153,-98.5028,huas1242,hus,Americas
huau1237,Huaulu,,-2.95835,129.202,huau1237,hud,Asia
huau1238,Huautla Mazatec,,18.2556,-96.724,huau1238,mau,Americas
huay1241,Huaylla Wanca Quechua,,-12.1809,-75.2055,huay1241,qvw,Americas
huba1236,Huba,,10.3544,13.139,huba1236,hbb,Africa
hueh1236,Huehuetla Tepehua,,20.6189,-97.9347,hueh1236,tee,Americas
huic1243,Huichol,,21.954,-104.062,huic1243,hch,Americas
huiz1242,Hui Chinese,,29.7646,118.232,huiz1242,czh,Asia
hula1239,Hula,,-9.99427,147.705,hula1239,hul,Pacific
hula1244,Hulaulá,,31.9111,43.4865,hula1244,huy,Asia
huli1244,Huli,,-5.97212,142.963,huli1244,hui,Pacific
humb1243,Humburi Senni Songhay,,15.2948,-1.69301,humb1243,hmb,Africa
hung1274,Hungarian,,46.9068585714,19.6555271429,hung1274,hun,Europe
hung1275,Hung,,18.7849,104.772,hung1275,hnu,Asia
hung1276,Hungworo,,10.3243,6.3024,hung1276,nat,Africa
hung1278,Hungana-Saamba,,-3.69695,18.4312,hung1278,hum,Africa
huns1239,Hun-Saare,,10.7898,5.07312,huns1239,dud,Africa
hunz1247,Hunzib,,42.0808,46.1369,hunz1247,huz,Europe
hupa1239,Hupa,,41.0982,-123.68,hupa1239,hup,Americas
hupd1244,Hupdë,,0.58622,-69.8359,hupd1244,jup,Americas
hurr1240,Hurrian,,40.7339,43.3154,hurr1240,xhu,NA
hutt1235,Hutterite German,,40,-97,hutt1235,geh,Americas
iaai1238,Iaai,,-20.6301,166.59,iaai1238,iai,Pacific
iama1237,Iamalele,,-9.45005,150.573,iama1237,yml,Pacific
iatm1242,Iatmul,,-4.30064,143.316,iatm1242,ian,Pacific
iauu1242,Iau,,-3.14537,137.69,iauu1242,tmu,Asia
ibal1244,Ibaloi,,16.4263,120.695,ibal1244,ibl,Asia
iban1264,Iban,,2.09041,112.934,iban1264,iba,Asia
ibat1238,Ibatan,,18.9398,121.909,ibat1238,ivb,Asia
ibib1240,Ibibio,,5.15279,7.86688,ibib1240,ibb,Africa
icel1247,Icelandic,,63.4837,-19.0212,icel1247,isl,Europe
idaa1241,Ida'an,,5.29059,118.515,idaa1241,dbj,Asia
idom1241,Idoma,,7.19139,7.71261,idom1241,idu,Africa
idum1241,Idu,,29.4473,95.6472,idum1241,clk,Asia
idun1242,Iduna,,-9.34361,150.24,idun1242,viv,Pacific
igal1242,Igala,,7.34325,7.17974,igal1242,igl,Africa
iged1239,Igede,,6.95522,8.27362,iged1239,ige,Africa
ikaa1238,Ika,,6.36423,6.31058,ikaa1238,ikk,Africa
ikkk1242,Ik,,3.61407,34.2507,ikkk1242,ikx,Africa
ikul1238,Ikulu,,10.1339,7.86684,ikul1238,ikl,Africa
ilaa1246,Ila,,-15.60807,26.45548,ilaa1246,ilb,Africa
ilia1236,Ilianen Manobo,,7.34448,124.766,ilia1236,mbi,Asia
ilit1241,Ili Turki,,44.0089,80.4957,ilit1241,ili,Asia
iliu1237,Ili'uun,,-7.84385,125.902,iliu1237,ilu,Asia
ilok1237,Iloko,,15.9361,120.993,ilok1237,ilo,Asia
ilon1239,Ilongot,,16.3785,121.547,ilon1239,ilk,Asia
imba1240,Imbabura Highland Quichua,,0.31776,-78.3729,imba1240,qvi,Americas
imbo1238,Imbongu,,-6.13629,144.026,imbo1238,imo,Pacific
imon1245,Imonda,,-3.31228,141.171,imon1245,imn,Pacific
inab1237,Inabaknon,,12.4264,124.166,inab1237,abx,Asia
inap1243,Iñapari,,-12.4653,-69.3083,inap1243,inp,Americas
indo1316,Indonesian,,-7.33458,109.716,indo1316,ind,Asia
indo1317,Indonesian Bajau,,-3.68664,122.253,indo1317,bdl,Asia
indu1241,Indus Kohistani,,35.3389,73.0154,indu1241,mvy,Asia
ines1240,Ineseño,,34.6169,-120.08,ines1240,inz,Americas
inga1252,Inga,,1.00313,-76.8606,inga1252,inb,Americas
ingu1240,Ingush,,43.11,45.03,ingu1240,inh,Europe
inor1238,Inor,,7.94883,37.7968,inor1238,ior,Africa
iowa1245,Iowa-Oto,,40.0511,-95.5213,iowa1245,iow,Americas
ipai1240,Ipai,,33.005,-116.993,ipai1240,NA,NA
iqui1243,Iquito,,-3.31233,-73.97046,iqui1243,iqu,Americas
iraq1241,Iraqw,,-4.19948,35.2939,iraq1241,irk,Africa
irar1238,Irarutu,,-2.94438,133.586,irar1238,irh,Asia
iray1237,Iraya,,13.381,120.65,iray1237,iry,Asia
iris1253,Irish,,53.2186,-7.61509,iris1253,gle,Europe
irul1243,Irula of the Nilgiri,,12.70645,79.95209,irul1243,iru,Asia
ishk1246,Ishkashimi,,36.67,71.55,ishk1246,isk,NA
isin1239,Isinai,,16.3299,121.12,isin1239,inn,Asia
isir1237,Isirawa,,-1.88775,138.595,isir1237,srl,Asia
isla1278,Island Carib,,15.364795,-61.342957,isla1278,crb,NA
isna1241,Isnag,,18.2139,121.16,isna1241,isd,Asia
isth1242,Isthmus-Mecayapan Nahuatl,,18.2,-94.7547,isth1242,nhx,Americas
isth1244,Isthmus Zapotec,,16.4548,-94.8444,isth1244,zai,Americas
istr1245,Istro Romanian,,45.433,14.2,istr1245,ruo,Europe
isuf1235,Isu (Fako Division),,3.96758,9.36535,isuf1235,szv,Africa
isum1240,Isu (Menchum Division),,6.63731,9.96577,isum1240,isu,Africa
ital1282,Italian,,43.0464,12.6489,ital1282,ita,Europe
itaw1240,Itawit,,17.7329,121.58,itaw1240,itv,Asia
itza1241,Itzá,,17.0269,-89.8734,itza1241,itz,Americas
iumi1238,Iu Mien,,20.83,101.17,iumi1238,ium,Asia
ivat1242,Itbayat,,20.3848,121.975,ivat1242,ivv,Asia
ivbi1241,Ivbie North-Okpela-Arhe,,7.15307,6.21209,ivbi1241,atg,Africa
iwai1244,Iwaidja,,-11.3379,132.453,iwai1244,ibd,Pacific
iwal1237,Iwal,,-7.20938,146.983,iwal1237,kbm,Pacific
iwam1256,Iwam,,-4.27346,141.817,iwam1256,iwm,Pacific
ixil1251,Ixil,,15.4569,-90.8935,ixil1251,ixl,Americas
ixte1237,Ixtenco Otomi,,19.2146,-98.0272,ixte1237,otz,Americas
iyoo1238,Iyo,,-5.84161,146.092,iyoo1238,nca,Pacific
izer1241,Izere,,9.5,8.7,izer1241,izr,Africa
izie1238,Izi-Ezaa-Ikwo-Mgbo,,6.31831,8.03044,izie1238,izi,Africa
izon1238,Izon,,5.17986,5.51702,izon1238,ijc,Africa
jadd1243,Jad,,30.241,79.153,jadd1243,jda,Asia
jahh1242,Jah Hut,,3.67619,102.291,jahh1242,jah,Asia
jalk1242,Jalkunan,,10.5426,-5.21959,jalk1242,bxl,Africa
jama1261,Madi,,-7.62223,-66.5662,jama1261,jaa,Americas
jama1262,Jamaican Creole English,,18.13,-77.2612,jama1262,jam,Americas
jamb1236,Jambi Malay,,-2.6469,103.13,jamb1236,jax,Asia
jami1235,Jamiltepec Mixtec,,16.2279,-97.8417,jami1235,mxt,Americas
jams1239,Jamsay Dogon,,14.1794,-2.57999,jams1239,djm,Africa
jaqa1244,Jaqaru,,-12.8823,-75.8958,jaqa1244,jqr,Americas
jara1245,Jarawa (India),,11.6089,92.658,jara1245,anq,Asia
jara1266,Jarai,,13.6161,107.813,jara1266,jra,Asia
jaru1254,Jaru,,-18.3288,128.262,jaru1254,ddj,Pacific
jaun1243,Jaunsari,,30.5587,77.9084,jaun1243,jns,Asia
java1254,Javanese,,-0.572307,110.885,java1254,jav,Asia
jebe1250,Jebero,,-5.40317,-76.4103,jebe1250,jeb,Americas
jede1239,Jedek,,5.3,101.75,jede1239,NA,NA
jeha1242,Jehai,,5.63695,101.541,jeha1242,jhi,Asia
jehh1245,Jeh,,15.2351,107.753,jehh1245,jeh,Asia
jeju1234,Jejueo,,NA,NA,jeju1234,jje,NA
jeme1245,Towa,,35.5994,-106.766,jeme1245,tow,Americas
jenn1240,Jennu Kurumba,,11.5041,76.5767,jenn1240,xuj,Asia
jeru1240,Jerung,,27.1741,86.2547,jeru1240,jee,Asia
jewi1240,Jewish Babylonian Aramaic (ca. 200-1200 CE),,32.273,44.245,jewi1240,tmr,Asia
jiba1237,Jiba,,9.26508,11.5099,jiba1237,juo,Africa
jica1244,Jicarilla Apache,,36.8079,-107.007,jica1244,apj,Americas
jina1244,Jina,,11.3555,14.9611,jina1244,jia,Africa
jiny1235,Jinyu Chinese,,38.8284,111.278,jiny1235,cjy,Asia
jion1236,Jiongnai Bunu,,23.8692,110.007,jion1236,pnu,Asia
jita1239,Jita,,-1.62681,33.9141,jita1239,jit,Africa
jjuu1238,Jju,,9.83116,7.97167,jjuu1238,kaj,Africa
jola1263,Jola-Fonyi,,12.75752,-15.7354766667,jola1263,dyo,Africa
jowu1238,Jowulu,,10.7691,-5.47873,jowu1238,jow,Africa
juan1238,Juang,,21.2606,85.5845,juan1238,jun,Asia
jude1257,Judeo-Persian,,31.45071,43.57147,jude1257,jpr,Asia
jude1264,Judeo-Tripolitanian Arabic,,31.9567,34.7422,jude1264,yud,Asia
jude1265,Judeo-Moroccan Arabic,,33.5,-7.5,jude1265,aju,Asia
jude1266,Judeo-Iraqi Arabic,,31.5339,41.2595,jude1266,yhd,Asia
jude1267,Judeo-Yemeni Arabic,,15,45,jude1267,jye,Asia
juho1239,South-Eastern Ju,,-19.688,20.7673,juho1239,ktz,Africa
juku1254,Jukun Takum,,7.20236,10.2576,juku1254,jbu,Africa
jumj1238,Jumjum,,10.4349,33.7494,jumj1238,jum,Africa
juqu1238,Juquila Mixe,,16.8912,-95.8484,juqu1238,mxq,Americas
jurm1239,Jur Modo,,6.03321,29.974,jurm1239,bex,Africa
kaba1278,Kabardian,,43.5082,43.3918,kaba1278,kbd,Asia
kaba1281,Kaba,,7.64972,16.7344,kaba1281,ksp,Africa
kabi1260,Kabikabi,,-25.44486229,153.1539929,kabi1260,NA,NA
kabu1256,Kabuverdianu,,15.0586,-23.6148,kabu1256,kea,Africa
kaby1243,Kabyle,,36.4103,4.76137,kaby1243,kab,Africa
kach1272,Kachi Koli,,24.2966,69.1901,kach1272,gjk,Asia
kach1277,Kachchi,,23.83,69,kach1277,kfr,Asia
kach1279,Kachari,,26.6882,92.317,kach1279,xac,Asia
kach1280,Southern Jinghpaw,,25.4634,97.3278,kach1280,kac,Asia
kach1284,Kachama-Ganjule-Haro,,6.3971,37.9291,kach1284,kcx,Africa
kaci1244,Kacipo-Balesi,,6.16512,34.9436,kaci1244,koe,Africa
kada1242,Kadar,,11.0602,76.7285,kada1242,kej,Asia
kadi1248,Kadiwéu,,-19.7222,-57.582,kadi1248,kbc,Americas
kado1242,Kado,,21.5259,100.092,kado1242,kdv,Asia
kaer1234,Kaera,,NA,NA,kaer1234,jka,NA
kafo1240,Kafoa,,-8.36572,124.446,kafo1240,kpu,Asia
kaga1256,Kagayanen,,10.4656,119.872,kaga1256,cgc,Asia
kagu1239,Kagulu,,-6.38204,37.0534,kagu1239,kki,Africa
kaik1246,Kaike,,28.853,83.1384,kaik1246,kzq,Asia
kair1263,Kairiru,,-3.34608,143.558,kair1263,kxa,Pacific
kaiw1246,Kaiwá,,-24.589,-54.6815,kaiw1246,kgk,Americas
kaja1247,Kajali,,35.8989,53.4785,kaja1247,xkj,Asia
kajk1237,Kajkavian,,45.649748,16.134109,kajk1237,kjv,NA
kaka1265,Kakabe,,10.5962,-11.4418,kaka1265,kke,Africa
kaki1249,Kaki Ae,,-7.9946,145.816,kaki1249,tbd,Pacific
kala1372,Kalasha,,35.6415,71.6657,kala1372,kls,Asia
kala1373,Kalami,,35.5303,72.5738,kala1373,gwc,Asia
kala1377,Kala Lagaw Ya,,-10.6748,142.196,kala1377,mwp,Pacific
